Treatment,SPL,Site
Pre Lockdown,105.5632762,ST4AH
Pre Lockdown,107.5463728,ST4AH
Pre Lockdown,117.8255392,ST4AH
Pre Lockdown,95.80225328,ST4AH
Pre Lockdown,99.09111023,ST4AH
Pre Lockdown,107.0415703,ST4AH
Pre Lockdown,103.7265833,ST4AH
Pre Lockdown,92.5266701,ST4AH
Pre Lockdown,92.31658436,ST4AH
Pre Lockdown,96.92376895,ST4AH
Pre Lockdown,99.09906563,ST4AH
Pre Lockdown,100.3444387,ST4AH
Pre Lockdown,99.92981937,ST4AH
Pre Lockdown,97.09707718,ST4AH
Pre Lockdown,97.71864265,ST4AH
Pre Lockdown,108.9260426,ST4AH
Pre Lockdown,100.2322319,ST4AH
Pre Lockdown,103.3539938,ST4AH
Pre Lockdown,98.50352189,ST4AH
Pre Lockdown,101.8134447,ST4AH
Pre Lockdown,97.17180924,ST4AH
Pre Lockdown,105.6900172,ST4AH
Pre Lockdown,95.75396352,ST4AH
Pre Lockdown,102.4059124,ST4AH
Pre Lockdown,104.9570026,ST4AH
Pre Lockdown,102.4341042,ST4AH
Pre Lockdown,103.4438189,ST4AH
Pre Lockdown,102.1596416,ST4AH
Pre Lockdown,105.0984556,ST4AH
Pre Lockdown,103.0315325,ST4AH
Pre Lockdown,102.0123163,ST4AH
Pre Lockdown,95.77139962,ST4AH
Pre Lockdown,95.47197538,ST4AH
Pre Lockdown,95.74324322,ST4AH
Pre Lockdown,114.0658326,ST4AH
Pre Lockdown,103.8192985,ST4AH
Pre Lockdown,102.1288481,ST4AH
Pre Lockdown,102.4534169,ST4AH
Pre Lockdown,103.836992,ST4AH
Pre Lockdown,97.19316719,ST4AH
Pre Lockdown,102.127461,ST4AH
Pre Lockdown,98.68853982,ST4AH
Pre Lockdown,103.8531924,ST4AH
Pre Lockdown,98.7857398,ST4AH
Pre Lockdown,103.142015,ST4AH
Pre Lockdown,97.94151033,ST4AH
Pre Lockdown,95.69041022,ST4AH
Pre Lockdown,95.95706137,ST4AH
Pre Lockdown,96.85451422,ST4AH
Pre Lockdown,100.1246562,ST4AH
Pre Lockdown,96.80258778,ST4AH
Pre Lockdown,97.83757485,ST4AH
Pre Lockdown,94.37641676,ST4AH
Pre Lockdown,99.3526659,ST4AH
Pre Lockdown,97.17765278,ST4AH
Pre Lockdown,98.2836373,ST4AH
Pre Lockdown,98.28115341,ST4AH
Pre Lockdown,110.1175916,ST4AH
Pre Lockdown,108.7360604,ST4AH
Pre Lockdown,95.14853355,ST4AH
Pre Lockdown,101.9292426,ST4AH
Pre Lockdown,96.89266775,ST4AH
Pre Lockdown,93.13847018,ST4AH
Pre Lockdown,95.6229092,ST4AH
Pre Lockdown,105.4581861,ST4AH
Pre Lockdown,104.1046637,ST4AH
Pre Lockdown,115.7992962,ST4AH
Pre Lockdown,108.2626236,ST4AH
Pre Lockdown,108.1458132,ST4AH
Pre Lockdown,106.9714869,ST4AH
Pre Lockdown,106.2795887,ST4AH
Pre Lockdown,117.960579,ST4AH
Pre Lockdown,111.1469262,ST4AH
Pre Lockdown,100.612406,ST4AH
Pre Lockdown,100.3592962,ST4AH
Pre Lockdown,99.51532493,ST4AH
Pre Lockdown,99.23872561,ST4AH
Pre Lockdown,99.00297536,ST4AH
Pre Lockdown,98.49770321,ST4AH
Post Lockdown,94.58670053,ST4AH
Post Lockdown,94.5965055,ST4AH
Post Lockdown,94.31283713,ST4AH
Post Lockdown,96.26813009,ST4AH
Post Lockdown,93.98445571,ST4AH
Post Lockdown,93.62886836,ST4AH
Post Lockdown,95.21115002,ST4AH
Post Lockdown,93.88665293,ST4AH
Post Lockdown,99.07967613,ST4AH
Post Lockdown,100.9799462,ST4AH
Post Lockdown,94.63964103,ST4AH
Post Lockdown,93.2014779,ST4AH
Post Lockdown,93.36978199,ST4AH
Post Lockdown,93.44562985,ST4AH
Post Lockdown,92.83870169,ST4AH
Post Lockdown,94.7195867,ST4AH
Post Lockdown,94.374225,ST4AH
Post Lockdown,97.59931337,ST4AH
Post Lockdown,98.03167139,ST4AH
Post Lockdown,97.10782798,ST4AH
Post Lockdown,102.5818472,ST4AH
Post Lockdown,100.0673275,ST4AH
Post Lockdown,95.01627473,ST4AH
Post Lockdown,95.87706237,ST4AH
Post Lockdown,97.09215627,ST4AH
Post Lockdown,97.24004989,ST4AH
Post Lockdown,96.86397246,ST4AH
Post Lockdown,95.79177348,ST4AH
Post Lockdown,95.3748791,ST4AH
Post Lockdown,93.9961779,ST4AH
Post Lockdown,92.62647601,ST4AH
Post Lockdown,95.9933028,ST4AH
Post Lockdown,93.50704832,ST4AH
Post Lockdown,98.76050121,ST4AH
Post Lockdown,102.8416032,ST4AH
Post Lockdown,99.57638863,ST4AH
Post Lockdown,93.38611191,ST4AH
Post Lockdown,93.34323933,ST4AH
Post Lockdown,106.696456,ST4AH
Post Lockdown,93.486617,ST4AH
Post Lockdown,93.2865879,ST4AH
Post Lockdown,93.25873867,ST4AH
Post Lockdown,92.59329086,ST4AH
Post Lockdown,94.07575385,ST4AH
Post Lockdown,94.96586279,ST4AH
Post Lockdown,95.74588323,ST4AH
Post Lockdown,93.44096644,ST4AH
Post Lockdown,93.40721692,ST4AH
Post Lockdown,93.45124905,ST4AH
Post Lockdown,93.53827797,ST4AH
Post Lockdown,93.90670916,ST4AH
Post Lockdown,93.19272818,ST4AH
Post Lockdown,93.86822394,ST4AH
Post Lockdown,95.42567042,ST4AH
Post Lockdown,100.2610937,ST4AH
Post Lockdown,93.89830393,ST4AH
Post Lockdown,94.03961756,ST4AH
Post Lockdown,96.07623377,ST4AH
Post Lockdown,95.29808504,ST4AH
Post Lockdown,96.67228603,ST4AH
Post Lockdown,95.69898853,ST4AH
Post Lockdown,94.15439804,ST4AH
Post Lockdown,102.8911796,ST4AH
Post Lockdown,94.68253177,ST4AH
Post Lockdown,93.22433087,ST4AH
Post Lockdown,93.32810688,ST4AH
Post Lockdown,94.60651813,ST4AH
Post Lockdown,96.3202034,ST4AH
Post Lockdown,98.61541361,ST4AH
Post Lockdown,102.5025804,ST4AH
Post Lockdown,95.63712864,ST4AH
Post Lockdown,108.4061168,ST4AH
Post Lockdown,94.18382162,ST4AH
Post Lockdown,99.28154001,ST4AH
Post Lockdown,96.52612536,ST4AH
Post Lockdown,97.38527381,ST4AH
Post Lockdown,97.94226238,ST4AH
Post Lockdown,98.016388,ST4AH
Post Lockdown,96.7233219,ST4AH
Post Lockdown,94.26538137,ST4AH
Post Lockdown,92.97002392,ST4AH
Post Lockdown,92.75104685,ST4AH
Post Lockdown,92.23104775,ST4AH
Post Lockdown,92.50650543,ST4AH
Post Lockdown,98.48558065,ST4AH
Post Lockdown,96.92221142,ST4AH
Post Lockdown,93.60034563,ST4AH
Post Lockdown,96.85362115,ST4AH
Post Lockdown,93.48676071,ST4AH
Post Lockdown,93.24831922,ST4AH
Post Lockdown,93.91441515,ST4AH
Post Lockdown,93.12583769,ST4AH
Post Lockdown,93.08052823,ST4AH
Post Lockdown,93.10989619,ST4AH
Post Lockdown,93.75185843,ST4AH
Post Lockdown,94.78382307,ST4AH
Post Lockdown,98.90360031,ST4AH
Post Lockdown,98.04560121,ST4AH
Post Lockdown,94.14762211,ST4AH
Post Lockdown,95.73903611,ST4AH
Post Lockdown,96.32445707,ST4AH
Post Lockdown,95.65048186,ST4AH
Post Lockdown,95.25482216,ST4AH
Post Lockdown,98.07520819,ST4AH
Post Lockdown,94.03239599,ST4AH
Post Lockdown,93.14248777,ST4AH
Post Lockdown,93.24922431,ST4AH
Post Lockdown,92.77217789,ST4AH
Post Lockdown,92.83044671,ST4AH
Post Lockdown,92.75706818,ST4AH
Post Lockdown,92.39689884,ST4AH
Post Lockdown,92.78621379,ST4AH
Post Lockdown,93.19638478,ST4AH
Post Lockdown,94.24366926,ST4AH
Post Lockdown,92.14253494,ST4AH
Post Lockdown,92.33143052,ST4AH
Post Lockdown,92.74322733,ST4AH
Post Lockdown,93.24235478,ST4AH
Post Lockdown,104.5121022,ST4AH
Post Lockdown,94.1315531,ST4AH
Post Lockdown,92.98664262,ST4AH
Post Lockdown,92.75529219,ST4AH
Post Lockdown,94.24508592,ST4AH
Post Lockdown,93.35217388,ST4AH
Post Lockdown,96.19130845,ST4AH
Post Lockdown,94.22240337,ST4AH
Post Lockdown,94.84988344,ST4AH
Post Lockdown,93.71464601,ST4AH
Post Lockdown,93.67881337,ST4AH
Post Lockdown,95.73661177,ST4AH
Post Lockdown,95.61463128,ST4AH
Post Lockdown,96.43368789,ST4AH
Post Lockdown,96.2554462,ST4AH
Post Lockdown,96.29945446,ST4AH
Post Lockdown,92.68297975,ST4AH
Post Lockdown,92.95625509,ST4AH
Post Lockdown,93.93160057,ST4AH
Post Lockdown,93.04905083,ST4AH
Post Lockdown,92.64705656,ST4AH
Post Lockdown,92.27709381,ST4AH
Post Lockdown,92.96079097,ST4AH
Post Lockdown,97.57310717,ST4AH
Post Lockdown,96.53291041,ST4AH
Post Lockdown,93.92361368,ST4AH
Post Lockdown,94.14939752,ST4AH
Post Lockdown,94.61434709,ST4AH
Post Lockdown,92.92093294,ST4AH
Post Lockdown,92.69997228,ST4AH
Post Lockdown,92.95439848,ST4AH
Post Lockdown,94.14501599,ST4AH
Post Lockdown,92.50097323,ST4AH
Post Lockdown,93.21591693,ST4AH
Post Lockdown,92.64998181,ST4AH
Post Lockdown,92.91026393,ST4AH
Post Lockdown,94.08818344,ST4AH
Post Lockdown,94.62691534,ST4AH
Post Lockdown,93.85938685,ST4AH
Post Lockdown,94.27733235,ST4AH
Post Lockdown,96.40697747,ST4AH
Post Lockdown,93.05933789,ST4AH
Post Lockdown,92.70293906,ST4AH
Post Lockdown,100.958752,ST4AH
Post Lockdown,102.0257744,ST4AH
Post Lockdown,96.38509005,ST4AH
Post Lockdown,94.89945625,ST4AH
Post Lockdown,93.35140306,ST4AH
Post Lockdown,92.97540879,ST4AH
Post Lockdown,94.92551528,ST4AH
Post Lockdown,97.42894382,ST4AH
Post Lockdown,96.76344327,ST4AH
Post Lockdown,95.06185719,ST4AH
Post Lockdown,101.3458002,ST4AH
Post Lockdown,101.8806989,ST4AH
Post Lockdown,98.82635318,ST4AH
Pre Lockdown,122.5036473,ST5HG
Pre Lockdown,98.83681216,ST5HG
Pre Lockdown,93.96494009,ST5HG
Pre Lockdown,103.9452542,ST5HG
Pre Lockdown,103.9939919,ST5HG
Pre Lockdown,96.39445647,ST5HG
Pre Lockdown,102.1098421,ST5HG
Pre Lockdown,96.92325058,ST5HG
Pre Lockdown,91.45519212,ST5HG
Pre Lockdown,97.99344125,ST5HG
Pre Lockdown,96.64958447,ST5HG
Pre Lockdown,100.0112851,ST5HG
Pre Lockdown,94.08439233,ST5HG
Pre Lockdown,106.7806623,ST5HG
Pre Lockdown,95.44819128,ST5HG
Pre Lockdown,98.87506792,ST5HG
Pre Lockdown,106.8440588,ST5HG
Pre Lockdown,106.0479954,ST5HG
Pre Lockdown,106.5518518,ST5HG
Pre Lockdown,106.3403794,ST5HG
Pre Lockdown,102.0510737,ST5HG
Pre Lockdown,97.0369215,ST5HG
Pre Lockdown,98.66255451,ST5HG
Pre Lockdown,109.0255588,ST5HG
Pre Lockdown,105.7912375,ST5HG
Pre Lockdown,104.5014266,ST5HG
Pre Lockdown,95.95146251,ST5HG
Pre Lockdown,103.5968724,ST5HG
Pre Lockdown,105.8881088,ST5HG
Pre Lockdown,104.9014607,ST5HG
Pre Lockdown,97.25200638,ST5HG
Pre Lockdown,94.60598233,ST5HG
Pre Lockdown,100.9357279,ST5HG
Pre Lockdown,105.9569348,ST5HG
Pre Lockdown,104.8788702,ST5HG
Pre Lockdown,105.042408,ST5HG
Pre Lockdown,107.5719241,ST5HG
Pre Lockdown,88.57233777,ST5HG
Pre Lockdown,88.93376897,ST5HG
Pre Lockdown,102.004868,ST5HG
Pre Lockdown,104.7680788,ST5HG
Pre Lockdown,101.7080135,ST5HG
Pre Lockdown,91.50557552,ST5HG
Pre Lockdown,91.18011032,ST5HG
Pre Lockdown,104.8359269,ST5HG
Pre Lockdown,105.6218257,ST5HG
Pre Lockdown,94.23983932,ST5HG
Pre Lockdown,87.41521092,ST5HG
Pre Lockdown,87.2360876,ST5HG
Pre Lockdown,103.9150686,ST5HG
Pre Lockdown,98.45638876,ST5HG
Pre Lockdown,98.11242904,ST5HG
Pre Lockdown,99.94422195,ST5HG
Pre Lockdown,94.95937364,ST5HG
Pre Lockdown,91.07551211,ST5HG
Pre Lockdown,94.69803934,ST5HG
Pre Lockdown,101.3805384,ST5HG
Pre Lockdown,115.9682242,ST5HG
Pre Lockdown,90.58079377,ST5HG
Pre Lockdown,90.47319921,ST5HG
Pre Lockdown,87.19398064,ST5HG
Pre Lockdown,104.1516035,ST5HG
Pre Lockdown,97.38241281,ST5HG
Pre Lockdown,93.11730753,ST5HG
Pre Lockdown,89.20506353,ST5HG
Pre Lockdown,90.49734131,ST5HG
Pre Lockdown,100.0637833,ST5HG
Pre Lockdown,89.1683559,ST5HG
Pre Lockdown,89.65608488,ST5HG
Pre Lockdown,95.01557488,ST5HG
Pre Lockdown,107.8021184,ST5HG
Pre Lockdown,102.0928754,ST5HG
Pre Lockdown,92.98450026,ST5HG
Pre Lockdown,102.02585,ST5HG
Pre Lockdown,95.97464445,ST5HG
Pre Lockdown,95.37181999,ST5HG
Pre Lockdown,93.57485126,ST5HG
Pre Lockdown,104.7764372,ST5HG
Pre Lockdown,97.42540528,ST5HG
Pre Lockdown,103.2546721,ST5HG
Pre Lockdown,91.93415725,ST5HG
Pre Lockdown,96.33065798,ST5HG
Pre Lockdown,97.29953284,ST5HG
Pre Lockdown,97.01784843,ST5HG
Post Lockdown,99.28980215,ST5HG
Post Lockdown,90.9449508,ST5HG
Post Lockdown,102.6596266,ST5HG
Post Lockdown,88.95125376,ST5HG
Post Lockdown,100.0496602,ST5HG
Post Lockdown,93.66584227,ST5HG
Post Lockdown,88.72049256,ST5HG
Post Lockdown,91.61985296,ST5HG
Post Lockdown,92.11537362,ST5HG
Post Lockdown,100.1678861,ST5HG
Post Lockdown,97.44177244,ST5HG
Post Lockdown,97.62495465,ST5HG
Post Lockdown,97.80676728,ST5HG
Post Lockdown,96.79303328,ST5HG
Post Lockdown,95.04719104,ST5HG
Post Lockdown,94.52688343,ST5HG
Post Lockdown,95.1526065,ST5HG
Post Lockdown,96.54166985,ST5HG
Post Lockdown,95.37620783,ST5HG
Post Lockdown,93.33347542,ST5HG
Post Lockdown,93.37367106,ST5HG
Post Lockdown,94.29741733,ST5HG
Post Lockdown,93.62775571,ST5HG
Post Lockdown,92.23752433,ST5HG
Post Lockdown,96.59527708,ST5HG
Post Lockdown,97.08278493,ST5HG
Post Lockdown,95.51839443,ST5HG
Post Lockdown,94.42643041,ST5HG
Post Lockdown,92.0655111,ST5HG
Post Lockdown,92.47179441,ST5HG
Post Lockdown,98.17828825,ST5HG
Post Lockdown,88.7629998,ST5HG
Post Lockdown,87.20163983,ST5HG
Post Lockdown,93.34178459,ST5HG
Post Lockdown,92.57016562,ST5HG
Post Lockdown,90.15449923,ST5HG
Post Lockdown,105.1494499,ST5HG
Post Lockdown,89.43723856,ST5HG
Post Lockdown,88.21440254,ST5HG
Post Lockdown,88.2626706,ST5HG
Post Lockdown,89.48483103,ST5HG
Post Lockdown,90.89883837,ST5HG
Post Lockdown,93.90980052,ST5HG
Post Lockdown,90.15171009,ST5HG
Post Lockdown,99.61120708,ST5HG
Post Lockdown,88.5613126,ST5HG
Post Lockdown,88.66784629,ST5HG
Post Lockdown,87.65749129,ST5HG
Post Lockdown,87.37431199,ST5HG
Post Lockdown,87.64750862,ST5HG
Post Lockdown,91.97177986,ST5HG
Post Lockdown,91.76911099,ST5HG
Post Lockdown,87.96393842,ST5HG
Post Lockdown,90.01104167,ST5HG
Post Lockdown,93.27357623,ST5HG
Post Lockdown,94.82620942,ST5HG
Post Lockdown,99.87813937,ST5HG
Post Lockdown,93.51635049,ST5HG
Post Lockdown,94.26946193,ST5HG
Post Lockdown,93.37799357,ST5HG
Post Lockdown,91.89942608,ST5HG
Post Lockdown,90.18155749,ST5HG
Post Lockdown,89.26563605,ST5HG
Post Lockdown,87.0575366,ST5HG
Post Lockdown,87.02522401,ST5HG
Post Lockdown,88.92214584,ST5HG
Post Lockdown,92.61154302,ST5HG
Post Lockdown,102.6660066,ST5HG
Post Lockdown,97.0540149,ST5HG
Post Lockdown,102.1069124,ST5HG
Post Lockdown,99.75801755,ST5HG
Post Lockdown,92.9953937,ST5HG
Post Lockdown,90.36665635,ST5HG
Post Lockdown,95.86108945,ST5HG
Post Lockdown,96.05866169,ST5HG
Post Lockdown,97.23046606,ST5HG
Post Lockdown,96.60054966,ST5HG
Post Lockdown,95.21432517,ST5HG
Post Lockdown,92.75524623,ST5HG
Post Lockdown,94.25868993,ST5HG
Post Lockdown,89.89323971,ST5HG
Post Lockdown,90.29783275,ST5HG
Post Lockdown,90.9088027,ST5HG
Post Lockdown,94.13355242,ST5HG
Post Lockdown,94.47052161,ST5HG
Post Lockdown,93.90658763,ST5HG
Post Lockdown,101.8645765,ST5HG
Post Lockdown,98.13660191,ST5HG
Post Lockdown,92.56576407,ST5HG
Post Lockdown,88.57277617,ST5HG
Post Lockdown,87.98144809,ST5HG
Post Lockdown,88.93843304,ST5HG
Post Lockdown,88.06876528,ST5HG
Post Lockdown,89.3418003,ST5HG
Post Lockdown,95.96244171,ST5HG
Post Lockdown,93.65494545,ST5HG
Post Lockdown,94.26406092,ST5HG
Post Lockdown,94.02150751,ST5HG
Post Lockdown,94.99799845,ST5HG
Post Lockdown,95.41499145,ST5HG
Post Lockdown,96.73630628,ST5HG
Post Lockdown,105.0568656,ST5HG
Post Lockdown,99.28009475,ST5HG
Post Lockdown,98.94367282,ST5HG
Post Lockdown,87.73529606,ST5HG
Post Lockdown,87.33923419,ST5HG
Post Lockdown,95.98169661,ST5HG
Post Lockdown,94.29880916,ST5HG
Post Lockdown,96.32492496,ST5HG
Post Lockdown,93.49174061,ST5HG
Post Lockdown,89.14582942,ST5HG
Post Lockdown,87.97037475,ST5HG
Post Lockdown,88.75095799,ST5HG
Post Lockdown,90.9063123,ST5HG
Post Lockdown,88.08447293,ST5HG
Post Lockdown,87.5761782,ST5HG
Post Lockdown,87.53332996,ST5HG
Post Lockdown,95.79305604,ST5HG
Post Lockdown,98.29517134,ST5HG
Post Lockdown,87.44355747,ST5HG
Post Lockdown,87.26728051,ST5HG
Post Lockdown,88.11429392,ST5HG
Post Lockdown,88.46042981,ST5HG
Post Lockdown,87.99186271,ST5HG
Post Lockdown,90.00173649,ST5HG
Post Lockdown,89.0745064,ST5HG
Post Lockdown,93.16662945,ST5HG
Post Lockdown,98.66001129,ST5HG
Post Lockdown,100.9441141,ST5HG
Post Lockdown,92.16094832,ST5HG
Post Lockdown,89.94384815,ST5HG
Post Lockdown,99.3155608,ST5HG
Post Lockdown,90.73154138,ST5HG
Post Lockdown,95.2477081,ST5HG
Post Lockdown,90.71596216,ST5HG
Post Lockdown,89.09939106,ST5HG
Post Lockdown,97.06934628,ST5HG
Post Lockdown,88.81224298,ST5HG
Post Lockdown,88.12772278,ST5HG
Post Lockdown,87.41478142,ST5HG
Post Lockdown,87.7889439,ST5HG
Post Lockdown,92.3833082,ST5HG
Post Lockdown,105.6279851,ST5HG
Post Lockdown,95.43512056,ST5HG
Post Lockdown,93.79375687,ST5HG
Post Lockdown,91.65795541,ST5HG
Post Lockdown,88.24775488,ST5HG
Post Lockdown,87.2568614,ST5HG
Post Lockdown,87.64900583,ST5HG
Post Lockdown,103.447008,ST5HG
Post Lockdown,92.35915407,ST5HG
Post Lockdown,90.35592272,ST5HG
Post Lockdown,103.8265678,ST5HG
Post Lockdown,112.4283906,ST5HG
Post Lockdown,98.66700291,ST5HG
Post Lockdown,89.92119036,ST5HG
Post Lockdown,98.72390389,ST5HG
Post Lockdown,100.5199911,ST5HG
Post Lockdown,93.07867718,ST5HG
Post Lockdown,101.0866096,ST5HG
Post Lockdown,88.20590302,ST5HG
Post Lockdown,87.47095716,ST5HG
Post Lockdown,88.6415615,ST5HG
Post Lockdown,90.36275724,ST5HG
Post Lockdown,90.43293374,ST5HG
Post Lockdown,87.15441621,ST5HG
Post Lockdown,87.41315557,ST5HG
Post Lockdown,87.2239598,ST5HG
Post Lockdown,87.86569636,ST5HG
Post Lockdown,87.89423716,ST5HG
Post Lockdown,95.59771767,ST5HG
Post Lockdown,87.39416885,ST5HG
Post Lockdown,87.60721173,ST5HG
Post Lockdown,89.03333504,ST5HG
