"MRGID","TERRITORY1","SOVEREIGN1","ISO_SOV1","n","int","beta","change","t_after","p_after"
8351,"Eritrea","Eritrea","ERI",167,5.2723237583443,0.0819153961510682,8.53639799748261,0.463952099746501,0.642986113313659
8352,"Djibouti","Djibouti","DJI",26,4.82862138232465,-0.0136267204064648,-1.35342969378209,-0.0229644380086682,0.98177004395157
8353,"Yemen","Yemen","YEM",880,4.87601239809942,0.0299860251722575,3.04401336295293,0.284438837845258,0.776107598617538
8354,"Oman","Oman","OMN",922,4.7691116419345,0.147165303825404,15.8545459198205,2.21453387553396,0.0269140774661319
8355,"Sudan","Sudan","SDN",128,4.95439557577338,0.107902736021006,11.3939393939394,0.693748542199141,0.488473867861111
8356,"Saudi Arabia","Saudi Arabia","SAU",506,4.88023845285489,0.00869804622955543,0.87359841491455,0.101879635622631,0.918872436188807
8357,"Kuwait","Kuwait","KWT",38,4.26896107757246,-0.193656267610661,-17.605892916802,-0.722572473493232,0.472220055866161
8358,"Bahrain","Bahrain","BHR",30,4.87443367291622,0.34556172685637,41.2783295135752,0.786864099241461,0.434564924708305
8359,"Pakistan","Pakistan","PAK",405,4.69037334492178,-0.495011016465931,-39.0435807983834,-6.86929682458783,1.28806441461234e-11
8360,"United Arab Emirates","United Arab Emirates","ARE",129,5.11310792288979,0.0789010197903567,8.20972105606869,0.461729032808442,0.644667758723032
8361,"Azores","Portugal","PRT",1729,3.51773293311299,-0.129985927440621,-12.1892211942399,-9.03619509074554,2.63852348573065e-19
8362,"Cape Verde","Cape Verde","CPV",1207,3.06780242688956,-0.0953294522684858,-9.09266111622256,-2.76066518713101,0.00581202085252697
8363,"Madeira","Portugal","PRT",796,3.9119727529091,-0.116652964341574,-11.0106035479116,-2.91084256002224,0.00365474750961161
8364,"Canary Islands","Spain","ESP",774,4.0632236016004,-0.0691325110267466,-6.67969878046051,-0.924288254119571,0.35548049566536
8365,"Gibraltar","United Kingdom","GIB",3,6.79942740209651,-0.132894787828488,-12.4442793462111,-0.25469661869151,0.811515929692274
8366,"Tunisia","Tunisia","TUN",240,5.15439888153818,-0.0357067076061242,-3.50767433625302,-0.173935843964217,0.86198952015331
8367,"Morocco","Morocco","MAR",566,4.92903169080613,-0.0735978836437003,-7.09547969889461,-0.642916893187259,0.520408457693327
8368,"Western Sahara","Western Sahara","ESH",485,4.59570283146285,-0.0374945848086184,-3.68003663829458,-0.558892927805536,0.57636406245467
8369,"Mauritania","Mauritania","MRT",300,4.21931160760679,-0.0501172849243554,-4.88821338282001,-0.6167130500471,0.537658722007181
8370,"Gambia","Gambia","GMB",69,3.8130830609614,0.00255672574439801,0.25599969549328,0.0128990693623094,0.989727220187906
8371,"Senegal","Senegal","SEN",319,4.01748382953452,-0.0264700319326904,-2.61227713834345,-0.2650241225793,0.791076749930763
8372,"Libya","Libya","LBY",698,3.81234513494548,-0.0803883518298674,-7.7242077933789,-0.816105387040123,0.414579292114078
8373,"Syria","Syria","SYR",32,3.82250849822052,-0.0715349143055211,-6.90362269261737,-0.312908532645093,0.755400301316408
8374,"Lebanon","Lebanon","LBN",56,4.03928478503966,-0.129406935956129,-12.1383647797699,-0.827778142142531,0.409588439307056
8375,"Israel","Israel","ISR",63,4.28500864819612,-0.131596854269516,-12.3305640566132,-0.828196373574158,0.409150487234337
8376,"Cyprus","Cyprus","CYP",223,4.40573440284479,-0.137135113053111,-12.8147580468582,-2.18546275177532,0.0293767531165932
8378,"Algeria","Algeria","DZA",300,5.81082158069258,0.00562467573156366,0.564052391981316,0.053127140819748,0.957648349259029
8379,"Ascension","United Kingdom","GBR",666,2.04410217523464,-0.88622047810897,-58.7789228077044,-16.9815997257622,1.08830361349768e-58
8380,"Saint Helena","United Kingdom","GBR",687,1.25380214556071,-0.434336568725196,-35.2305774823367,-9.29099132598911,5.80129793933562e-20
8381,"Trindade","Brazil","BRA",735,1.41082103991811,-0.330977899152155,-28.1778957840863,-6.55156956906891,7.85675019425413e-11
8382,"Tristan da Cunha","United Kingdom","GBR",1381,2.36326934586471,-0.262425599318313,-23.0816409976829,-4.78878128088944,1.76655249752248e-06
8383,"South Georgia and the South Sandwich Islands","United Kingdom","GBR",3132,-1.59737810267249,-0.728463852485443,-51.7350157728995,-9.05963634275787,1.71987979971496e-19
8384,"Prince Edward Islands","South Africa","ZAF",995,-3.03154172625088,-0.503905180916881,-39.5833333330593,-2.18410669311635,0.0290709006983245
8385,"Crozet Islands","France","FRA",1184,-1.20172308459194,-2.04628933436242,-87.0786516853866,-13.1370306744392,4.21060700439513e-38
8386,"Amsterdam and Saint Paul Islands","France","FRA",942,-0.397534852432195,-0.0485532254169909,-4.739336492891,-0.576424774160499,0.564397032490795
8387,"Kerguélen","France","FRA",1212,-1.33170617083546,0.0216391751034196,2.18749999999372,0.250610510001656,0.802136511966992
8388,"Heard and McDonald Islands","Australia","AUS",1022,-22.3025850929317,18.0811185232707,7120819793.04945,0.0194834691427641,0.984457327725893
8389,"Falkland / Malvinas Islands","United Kingdom","GBR",1292,2.30451820784319,-0.16235989819554,-14.9864812643875,-2.1446834305224,0.0320712326825806
8390,"Sierra Leone","Sierra Leone","SLE",268,4.13391203884117,-0.10033203359596,-9.54629685137369,-1.23558865639293,0.217154791591104
8391,"Liberia","Liberia","LBR",398,4.05283312014903,-0.135397652875971,-12.6631454886793,-2.46576495545496,0.0138824866327665
8392,"Togo","Togo","TGO",50,3.78736640083342,-0.125344400884507,-11.7806977797889,-0.602169096505298,0.548452307440494
8393,"Benin","Benin","BEN",82,3.76431494194129,-0.143557658345013,-13.3729148996337,-1.2712058984736,0.205477609854303
8394,"Republic of the Congo","Republic of the Congo","COG",77,3.19840804135399,0.0626810176056171,6.46871685974014,0.402630518429433,0.687785744818744
8395,"Namibia","Namibia","NAM",907,3.6507871008157,-0.0391542853974899,-3.83976634979196,-1.18722830021459,0.235293195023336
8396,"South Africa","South Africa","ZAF",1914,4.58407142126304,0.016705638990524,1.68459584640627,0.346470900886591,0.729007901856981
8397,"Sao Tome and Principe","Sao Tome and Principe","STP",226,2.9785501036636,-0.354779695945268,-29.8672068422236,-6.60622873216657,1.11554468105296e-10
8398,"Equatorial Guinea","Equatorial Guinea","GNQ",500,2.96155482175241,0.00660068403135161,0.662251655629099,0.160785026662196,0.872295258268336
8400,"Ghana","Ghana","GHA",364,4.02897541538028,-0.166512100900534,-15.3387427901072,-3.35108455721481,0.000846618964725766
8401,"Clipperton Island","France","FRA",652,1.46373813053196,-0.181612085320421,-16.6075230660043,-5.60821763025014,2.49361506626585e-08
8402,"Bermuda","United Kingdom","GBR",797,3.36906815205604,-0.220727882726225,-19.8065129067049,-9.38105482441537,2.16838108646891e-20
8403,"Galapagos","Ecuador","ECU",1219,2.26411881664427,-0.50529957803816,-39.6675194510561,-8.24090667006084,2.7575373019743e-16
8404,"Bahamas","Bahamas","BHS",1021,4.23760645503301,-0.241339528920144,-21.4425144279725,-3.42801516211902,0.000620082776483851
8405,"Turks and Caicos Islands","United Kingdom","GBR",170,3.09557760852383,-0.318952924100336,-27.3090231567793,-3.56128385758648,0.000421985958087697
8406,"Cuba","Cuba","CUB",713,4.3945184127453,-0.106829429532295,-10.1321051993684,-1.39092327492248,0.164465989291906
8407,"Cayman Islands","United Kingdom","GBR",213,4.29257951519054,-0.0206848029578859,-2.0472339861917,-0.211215261021211,0.832820781410486
8408,"Haiti","Haiti","HTI",225,3.66390346848044,-0.0803845298090712,-7.72385511270813,-0.748818442213772,0.454359605516649
8409,"Dominican Republic","Dominican Republic","DOM",611,3.76192303021637,-0.137778515867093,-12.8708352348237,-2.53438552361016,0.0113886826653091
8411,"British Virgin Islands","United Kingdom","GBR",158,3.66550717204066,-0.348792721014756,-29.4460641403299,-3.01846260597119,0.00274872891561023
8412,"Anguilla","United Kingdom","GBR",167,3.42311119914653,-0.424389386744158,-34.5830892469715,-3.20491353908688,0.00148221131092629
8413,"Saint Kitts and Nevis","Saint Kitts and Nevis","KNA",28,4.32743844449618,-1.03956974814097,-64.6393210787357,-3.45475490006884,0.00107974892859572
8414,"Antigua and Barbuda","Antigua and Barbuda","ATG",205,3.55479042247969,-0.515858495473082,-40.3012136817107,-3.37899070063179,0.000797526091629026
8415,"Montserrat","United Kingdom","GBR",22,4.31323666467945,-0.722170520587928,-51.4303104078134,-2.75644580594632,0.00860847639301787
8416,"Saint Lucia","Saint Lucia","LCA",48,4.37208151214048,-0.85310109482195,-57.3908469226725,-2.67537492020971,0.00880557994833663
8417,"Dominica","Dominica","DMA",82,3.33958141496717,-0.573876085106593,-43.6662343277129,-2.53986820793101,0.0120304817593897
8418,"Barbados","Barbados","BRB",304,3.12398660907768,-0.156782419138216,-14.5109953703702,-2.46664782514875,0.0139140049599015
8419,"Grenada","Grenada","GRD",58,4.15022502061941,-0.438757774576821,-35.5163043381282,-2.18342133864608,0.0310540387417365
8420,"Trinidad and Tobago","Trinidad and Tobago","TTO",151,4.14387029097206,-0.123260192792886,-11.5966386541332,-1.13577815059302,0.25695595255967
8421,"Saint Vincent and the Grenadines","Saint Vincent and the Grenadines","VCT",78,4.02489371042031,-0.683573366837084,-49.5190105359597,-2.92273426865303,0.00399290740404006
8423,"Panama","Panama","PAN",571,4.40033437783515,-0.041472407841469,-4.06241937743873,-0.328665335441165,0.74246902099715
8424,"Costa Rica","Costa Rica","CRI",902,3.43434476876116,0.00420963127464075,0.421850421861359,0.0531759131394437,0.957597641151623
8425,"Nicaragua","Nicaragua","NIC",415,3.28362516715488,-0.0500150535288612,-4.87848947511032,-0.525628794283932,0.59928688033247
8426,"Colombia","Colombia","COL",1192,3.67740447263059,-0.136493775941282,-12.7588249815317,-2.64578037646689,0.00820386836306225
8427,"Honduras","Honduras","HND",373,3.12835843362175,-0.0540280869761771,-5.25945036275056,-0.549387776849423,0.582904216216315
8428,"El Salvador","El Salvador","SLV",173,3.68482500317265,-0.0720341384847512,-6.95008705613604,-0.654505070672637,0.513223810406345
8429,"Mexico","Mexico","MEX",5058,3.71045695903367,-0.0326408492445383,-3.21138857978385,-1.30602714985964,0.191573027179262
8430,"Guatemala","Guatemala","GTM",206,3.71794327102725,-0.00236044013945735,-0.235765649127368,-0.0247164751898253,0.980293138720672
8431,"Ecuador","Ecuador","ECU",387,3.53747049038198,-0.182456853432037,-16.6779406238254,-1.81733325842411,0.0695536542303718
8432,"Peru","Peru","PER",1333,3.40279650503988,-0.197942000122642,-17.9582564131416,-3.87999666939149,0.000106989384852241
8433,"Venezuela","Venezuela","VEN",881,3.57700260885272,-0.127177229429511,-11.9422405497964,-2.53679292256472,0.011273052989425
8435,"Faeroe","Denmark","DNK",856,2.86380173509086,-0.160826695844024,-14.8560383654244,-3.07615423922642,0.00213012986942052
8437,"Jan Mayen","Norway","NOR",1300,-0.979804137596586,-0.0375827111490355,-3.68852459016321,-0.564890058921206,0.572197316975064
8438,"Greenland","Denmark","DNK",14468,-1.07356234901554,0.0924565855636585,9.68655207282709,1.64393188418913,0.100201137678626
8439,"Pitcairn","United Kingdom","GBR",1322,0.336580292192861,-0.185243162459285,-16.909778494069,-4.43298974720504,9.67280926180336e-06
8440,"French Polynesia","France","FRA",6952,1.29296007605081,-0.488765187903927,-38.6616660086981,-14.5186491631854,2.05147144596905e-47
8441,"Line Group","Kiribati","KIR",2392,0.754951511619918,1.2495295008451,248.870114031713,28.9519985160111,5.7733892242341e-170
8442,"Jarvis Island","United States","USA",490,0.695185917250229,-0.565232345962751,-43.1771894087775,-9.20354394207242,2.0453629063139e-19
8443,"Palmyra Atoll","United States","USA",542,-0.0806578984205406,0.543486401413355,72.199999209226,7.42409768605738,2.29488623966867e-13
8444,"American Samoa","United States","USA",651,1.13085689575354,-0.39118969908339,-32.3748140487083,-5.95590001456416,3.32429592893008e-09
8445,"Samoa","Samoa","WSM",229,1.55745488356743,-0.116978391667674,-11.0395584176419,-1.39605395721375,0.163377519650202
8446,"Cook Islands","New Zealand","NZL",2901,1.12603921182142,0.310505155768966,36.4114030184444,7.85504702340299,4.72821208046403e-15
8447,"Niue","New Zealand","NZL",510,0.858162990259013,-0.245630576391875,-21.7788861182398,-4.43656427175559,1.0135692363244e-05
8448,"Tonga","Tonga","TON",1051,1.4185929796147,0.0858015272474667,8.95900529065188,1.63800431749496,0.101570604563724
8449,"Tokelau","New Zealand","NZL",502,0.982570763637028,-0.704395892769826,-50.5592841002139,-9.24324548689276,1.39635693333961e-19
8450,"Phoenix Group","Kiribati","KIR",1077,1.07860536938232,-0.936867261062655,-60.814651078725,-21.5791975860494,1.1824534186436e-93
8451,"Howland and Baker islands","United States","USA",636,0.519280347685452,0.0176175163905078,1.7773620205459,0.35971854395587,0.719117428401086
8452,"Johnston Atoll","United States","USA",676,1.47302833277716,0.0531565963532605,5.45947778858086,1.1129115239842,0.265944555659992
8453,"Hawaii","United States","USA",3807,1.63485421832535,-0.112126846984598,-10.6069142125452,-2.73153176182462,0.00631859619560777
8454,"Wallis and Futuna","France","FRA",413,0.527632742265313,0.0528634894063791,5.42857141268453,0.698136827652846,0.48528859113026
8455,"New Zealand","New Zealand","NZL",7912,1.65971957294646,-0.340731293541613,-28.8750000000012,-6.91776472418598,4.76410405676565e-12
8456,"United States","United States","USA",4771,4.07969505689023,-0.110059840885689,-10.421947060763,-3.51079050074073,0.000448839746860802
8457,"Belize","Belize","BLZ",79,3.29019510209764,-0.328582649346046,-28.0056577086277,-1.67234624870041,0.096460504087994
8459,"Jamaica","Jamaica","JAM",443,3.93244510177941,-0.0123285269664618,-1.22528420251073,-0.187204180935494,0.851543503457052
8460,"Guyana","Guyana","GUY",232,3.54917138959773,0.0392445428188514,4.00247831474787,0.595739802429752,0.551640791276297
8461,"Suriname","Suriname","SUR",242,3.32196930994342,0.102912314757202,10.8394214998968,1.49631722254837,0.135225489350529
8462,"French Guiana","France","FRA",225,3.3232758794309,0.0907280362784731,9.49711723254343,1.42691930628668,0.154299716513408
8463,"Alaska","United States","USA",10683,2.49976498597604,-0.0891523353667896,-8.52937791471105,-2.46488973389817,0.0137133493040497
8464,"Brazil","Brazil","BRA",5154,3.83072287851919,-0.00756289425405818,-0.753436752947696,-0.342903574748333,0.731677996016819
