UniqueCode,COUNTY.WEEK,WEEK,County,CountyGeolocation,Country,CountryGeolocation,Population_Estimate,Population_Density,Home,Parks,Work,Retail,Grocery,Transit,SPECIES,SPP.2020.OBSERVATION.COUNT,SPP.2019.OBSERVATION.COUNT,SPP.DIFF.COUNT,SPP.DIFF.DURATION,SPP.DIFF.DISTANCE,2020.DURATION.MINUTES,2020.EFFORT.DISTANCE.KM,2019.DURATION.MINUTES,2019.EFFORT.DISTANCE.KM
Carmarthenshire 6BlueTit,Carmarthenshire 6,6,Carmarthenshire,"51.90369, -4.16429",Wales,"52.325066, -3.7999659",187568,79.13,23.8,-33.71428571,-62,-71.71428571,-21.57142857,-53.42857143,BlueTit,2,1.666666667,0.33,-68,-0.6,40,1.609,108,2.210333333
Carmarthenshire 7BlueTit,Carmarthenshire 7,7,Carmarthenshire,"51.90369, -4.16429",Wales,"52.325066, -3.7999659",187568,79.13,23.75,-35.42857143,-62.14285714,-74.71428571,-28.42857143,-54.71428571,BlueTit,2,1,1,-80,-2.22,40,1,120,3.219
Carmarthenshire 8BlueTit,Carmarthenshire 8,8,Carmarthenshire,"51.90369, -4.16429",Wales,"52.325066, -3.7999659",187568,79.13,22.2,-22.14285714,-55.85714286,-71.57142857,-23,-51.85714286,BlueTit,1,1,0,-90,-2.22,30,1,120,3.219
Ceredigion 4BlueTit,Ceredigion 4,4,Ceredigion,"52.239685, -4.266335",Wales,"52.325066, -3.7999659",72992,40.88,NA,-11.57142857,-56.14285714,-65.28571429,-31.57142857,-55.33333333,BlueTit,5,9.25,-4.25,-157.75,-0.23,82.5,0.644,240.25,0.877
Ceredigion 6BlueTit,Ceredigion 6,6,Ceredigion,"52.239685, -4.266335",Wales,"52.325066, -3.7999659",72992,40.88,NA,-43.85714286,-65.42857143,-82.28571429,-33.42857143,-61.42857143,BlueTit,2,5,-3,-87.5,-2.5,60,0,147.5,2.5
Ceredigion 7BlueTit,Ceredigion 7,7,Ceredigion,"52.239685, -4.266335",Wales,"52.325066, -3.7999659",72992,40.88,NA,-45.14285714,-64.57142857,-82.28571429,-42,-61.28571429,BlueTit,2,3.5,-1.5,19,-4.5,75,0,56,4.49975
Cheshire 1BlueTit,Cheshire 1,1,Cheshire,"53.09888, -2.338408",England,"52.598877, -1.4668814",1059271,452,-0.111111111,9.227272727,1.071428571,3.321428571,4.035714286,2.5,BlueTit,6.333333333,4.25,2.08,19.2,0.49,63.2,1.769644444,44,1.27785
Cheshire 2BlueTit,Cheshire 2,2,Cheshire,"53.09888, -2.338408",England,"52.598877, -1.4668814",1059271,452,0.884615385,5.095238095,-0.571428571,-0.071428571,6.964285714,-2,BlueTit,5.575757576,6.034482759,-0.46,-3.33,-0.08,38.63636364,1.451727273,41.96551724,1.533034483
Cheshire 3BlueTit,Cheshire 3,3,Cheshire,"53.09888, -2.338408",England,"52.598877, -1.4668814",1059271,452,7.307692308,7.238095238,-15.28571429,-15.28571429,16.82142857,-24.60714286,BlueTit,5.622222222,5.025,0.6,-24.45,0.08,38.42222222,1.609066667,62.875,1.532475
Cheshire 4BlueTit,Cheshire 4,4,Cheshire,"53.09888, -2.338408",England,"52.598877, -1.4668814",1059271,452,21.08,-13.75,-52.17857143,-66.64285714,-22.32142857,-57.35714286,BlueTit,5.072727273,7.111111111,-2.04,-12.67,-0.48,38.41818182,1.088472727,51.08333333,1.566472222
Cheshire 5BlueTit,Cheshire 5,5,Cheshire,"53.09888, -2.338408",England,"52.598877, -1.4668814",1059271,452,25.125,-31.125,-62.75,-76.10714286,-33.57142857,-68.5,BlueTit,5.6875,5.12,0.57,-29,-0.61,32.95833333,1.2655625,61.96,1.87644
Cheshire 6BlueTit,Cheshire 6,6,Cheshire,"53.09888, -2.338408",England,"52.598877, -1.4668814",1059271,452,25.17391304,-20.95454545,-65.42857143,-73.89285714,-30.35714286,-66.32142857,BlueTit,5.125,6.942857143,-1.82,-14.63,-0.87,39.91666667,0.897375,54.54285714,1.766257143
Cheshire 7BlueTit,Cheshire 7,7,Cheshire,"53.09888, -2.338408",England,"52.598877, -1.4668814",1059271,452,25.43478261,-22,-65.71428571,-75.28571429,-35.57142857,-66.21428571,BlueTit,4.390625,5.12195122,-0.73,-0.84,-0.02,49.40625,1.564515625,50.24390244,1.582097561
Cheshire 8BlueTit,Cheshire 8,8,Cheshire,"53.09888, -2.338408",England,"52.598877, -1.4668814",1059271,452,23.83333333,-5,-59.53571429,-71.32142857,-29.57142857,-61.25,BlueTit,5.271604938,3.703703704,1.57,-16.46,0.19,50.91358025,1.800691358,67.37037037,1.607074074
Cheshire 9BlueTit,Cheshire 9,9,Cheshire,"53.09888, -2.338408",England,"52.598877, -1.4668814",1059271,452,23.94444444,-17,-60.15,-70.85,-30.6,-61.95,BlueTit,3.952380952,2.476190476,1.48,21.83,0.91,57.73809524,2.241738095,35.9047619,1.327047619
Clackmannanshire 2BlueTit,Clackmannanshire 2,2,Clackmannanshire,"56.1498, -3.743248",Scotland,"56.68894, -4.0425997",51400,324,0.8,NA,0,-0.857142857,3.428571429,NA,BlueTit,3,5,-2,-64.64,-5.24,27.85714286,1.196428571,92.5,6.437
Clackmannanshire 3BlueTit,Clackmannanshire 3,3,Clackmannanshire,"56.1498, -3.743248",Scotland,"56.68894, -4.0425997",51400,324,4.5,NA,-13,-13.42857143,15,NA,BlueTit,2.2,2,0.2,-11.4,0.25,48.6,2.7486,60,2.5
Clackmannanshire 6BlueTit,Clackmannanshire 6,6,Clackmannanshire,"56.1498, -3.743248",Scotland,"56.68894, -4.0425997",51400,324,NA,NA,-63,-88,-25.14285714,-51.25,BlueTit,9.1,2.333333333,6.77,90.5,3.2,102.5,4.8119,12,1.609333333
Clackmannanshire 8BlueTit,Clackmannanshire 8,8,Clackmannanshire,"56.1498, -3.743248",Scotland,"56.68894, -4.0425997",51400,324,NA,NA,-59.85714286,NA,-21,-43,BlueTit,2.875,1.5,1.38,41.63,-1.43,94.625,2.7715,53,4.1995
Clackmannanshire 9BlueTit,Clackmannanshire 9,9,Clackmannanshire,"56.1498, -3.743248",Scotland,"56.68894, -4.0425997",51400,324,NA,NA,-60,NA,-21.4,-51.5,BlueTit,6.5,1,5.5,50.88,3.6,66.875,4.16675,16,0.567
Cornwall 1BlueTit,Cornwall 1,1,Cornwall,"50.406204, -4.823104",England,"52.598877, -1.4668814",565968,159.6,0.142857143,18.14285714,1.428571429,6.857142857,4,4,BlueTit,6.214285714,8.2,-1.99,-90.76,-2.98,63.64285714,2.140214286,154.4,5.1178
Cornwall 2BlueTit,Cornwall 2,2,Cornwall,"50.406204, -4.823104",England,"52.598877, -1.4668814",565968,159.6,1,19.71428571,0.428571429,4.285714286,4.428571429,1,BlueTit,4.615384615,16,-11.38,-225,-7.11,87,2.529076923,312,9.64
Cornwall 3BlueTit,Cornwall 3,3,Cornwall,"50.406204, -4.823104",England,"52.598877, -1.4668814",565968,159.6,5.857142857,33.14285714,-13.14285714,-10,12.57142857,-12,BlueTit,4,9.333333333,-5.33,-108.81,-1.09,81.85714286,3.772857143,190.6666667,4.865333333
Cornwall 4BlueTit,Cornwall 4,4,Cornwall,"50.406204, -4.823104",England,"52.598877, -1.4668814",565968,159.6,18.14285714,-6.285714286,-52.85714286,-66.42857143,-30.28571429,-47.85714286,BlueTit,6.714285714,4.647058824,2.07,36.16,0.52,154.9285714,3.610571429,118.7647059,3.093823529
Cornwall 5BlueTit,Cornwall 5,5,Cornwall,"50.406204, -4.823104",England,"52.598877, -1.4668814",565968,159.6,21.14285714,-36.14285714,-64,-77,-40.42857143,-59.14285714,BlueTit,5.117647059,7.166666667,-2.05,-110,-3.66,106,2.313470588,216,5.974
Cornwall 6BlueTit,Cornwall 6,6,Cornwall,"50.406204, -4.823104",England,"52.598877, -1.4668814",565968,159.6,21,-31.28571429,-64.42857143,-76.42857143,-37.71428571,-55.14285714,BlueTit,9.866666667,9.7,0.17,-61.47,-2.43,111.7333333,3.5248,173.2,5.9546
Cornwall 7BlueTit,Cornwall 7,7,Cornwall,"50.406204, -4.823104",England,"52.598877, -1.4668814",565968,159.6,21.71428571,-36.14285714,-64.42857143,-77.71428571,-43,-56.57142857,BlueTit,10.77777778,2.9,7.88,-22.9,-1.36,80,2.654055556,102.9,4.0128
Cornwall 8BlueTit,Cornwall 8,8,Cornwall,"50.406204, -4.823104",England,"52.598877, -1.4668814",565968,159.6,19.85714286,-19.85714286,-58.85714286,-72.85714286,-36.71428571,-47.85714286,BlueTit,6.75,14,-7.25,-172.55,-8.65,117.45,2.0519,290,10.702
Cornwall 9BlueTit,Cornwall 9,9,Cornwall,"50.406204, -4.823104",England,"52.598877, -1.4668814",565968,159.6,19.8,-28.2,-59,-71.8,-36.2,-47.4,BlueTit,9,2.571428571,6.43,-44.66,-0.81,94.2,3.252,138.8571429,4.057714286
Cumbria 2BlueTit,Cumbria 2,2,Cumbria,"54.592537, -2.900406",England,"52.598877, -1.4668814",498888,73.73,1,19.14285714,-0.714285714,4.285714286,4.285714286,4,BlueTit,7.272727273,1.333333333,5.94,16,0.19,61,0.958909091,45,0.768166667
Cumbria 3BlueTit,Cumbria 3,3,Cumbria,"54.592537, -2.900406",England,"52.598877, -1.4668814",498888,73.73,5.714285714,32.14285714,-12,-8.571428571,13.57142857,-7.571428571,BlueTit,1.916666667,3,-1.08,-105.5,0.28,44.5,0.279416667,150,0
Cumbria 4BlueTit,Cumbria 4,4,Cumbria,"54.592537, -2.900406",England,"52.598877, -1.4668814",498888,73.73,19.28571429,-14.57142857,-55,-64.57142857,-28,-49.14285714,BlueTit,2.714285714,1,1.71,36.86,0.2,56.85714286,0.199714286,20,0
Cumbria 5BlueTit,Cumbria 5,5,Cumbria,"54.592537, -2.900406",England,"52.598877, -1.4668814",498888,73.73,22.85714286,-44.14285714,-66.28571429,-75.85714286,-39.28571429,-66.42857143,BlueTit,6.684210526,1.5,5.18,33.43,2.09,87.68421053,2.494789474,54.25,0.4
Cumbria 6BlueTit,Cumbria 6,6,Cumbria,"54.592537, -2.900406",England,"52.598877, -1.4668814",498888,73.73,22.42857143,-36.57142857,-67.28571429,-75.14285714,-34.71428571,-63.85714286,BlueTit,6,2,4,15.14,2.6,150.1363636,2.598318182,135,0
Cumbria 7BlueTit,Cumbria 7,7,Cumbria,"54.592537, -2.900406",England,"52.598877, -1.4668814",498888,73.73,22.85714286,-36.57142857,-66.42857143,-75.57142857,-37.85714286,-63.71428571,BlueTit,5,3.5,1.5,-33.46,-0.34,95.9375,1.2703125,129.4,1.6065
Cumbria 8BlueTit,Cumbria 8,8,Cumbria,"54.592537, -2.900406",England,"52.598877, -1.4668814",498888,73.73,21.42857143,-26.14285714,-61.85714286,-72.71428571,-31.85714286,-59.42857143,BlueTit,4.307692308,2.666666667,1.64,27.21,0.64,90.53846154,2.517,63.33333333,1.879333333
Cumbria 9BlueTit,Cumbria 9,9,Cumbria,"54.592537, -2.900406",England,"52.598877, -1.4668814",498888,73.73,21.6,-34.4,-62,-71.2,-31.4,-60.2,BlueTit,6.777777778,1.5,5.28,109.64,0.79,157.8888889,2.724666667,48.25,1.93125
Denbighshire 3BlueTit,Denbighshire 3,3,Denbighshire,"53.090504, -3.352331",Wales,"52.325066, -3.7999659",95330,113.9,6.6,14,-13.71428571,-4.857142857,23.71428571,-12.28571429,BlueTit,6,2,4,-33.67,-5.41,45,1.609,78.66666667,7.023
Denbighshire 9BlueTit,Denbighshire 9,9,Denbighshire,"53.090504, -3.352331",Wales,"52.325066, -3.7999659",95330,113.9,NA,-33,-55.4,-67,-28.2,-51.6,BlueTit,7.5,1,6.5,-1.5,0.2,58.5,4.128,60,3.927
Derbyshire 1BlueTit,Derbyshire 1,1,Derbyshire,"53.132397, -1.614775",England,"52.598877, -1.4668814",796142,312.6,-0.142857143,20,1,5.428571429,3.714285714,1.285714286,BlueTit,5.965517241,3.59375,2.37,9.89,1.04,70.86206897,2.618034483,60.96875,1.57715625
Derbyshire 2BlueTit,Derbyshire 2,2,Derbyshire,"53.132397, -1.614775",England,"52.598877, -1.4668814",796142,312.6,0.714285714,15.28571429,0.142857143,1.428571429,6.285714286,-1.571428571,BlueTit,5.344827586,3.642857143,1.7,21.51,1.45,71.5862069,2.526931034,50.07142857,1.074
Derbyshire 3BlueTit,Derbyshire 3,3,Derbyshire,"53.132397, -1.614775",England,"52.598877, -1.4668814",796142,312.6,6.714285714,21.14285714,-14.14285714,-16.28571429,21,-15.85714286,BlueTit,4.647058824,3.583333333,1.06,41.51,1.16,87.84313725,2.47327451,46.33333333,1.315916667
Derbyshire 4BlueTit,Derbyshire 4,4,Derbyshire,"53.132397, -1.614775",England,"52.598877, -1.4668814",796142,312.6,19.71428571,2.285714286,-50.71428571,-67.42857143,-19.14285714,-46,BlueTit,4.765625,3.642857143,1.12,40.11,0.44,82.859375,1.693265625,42.75,1.256357143
Derbyshire 5BlueTit,Derbyshire 5,5,Derbyshire,"53.132397, -1.614775",England,"52.598877, -1.4668814",796142,312.6,23.85714286,-28.14285714,-62.71428571,-77.85714286,-30.14285714,-60.42857143,BlueTit,4.951219512,4,0.95,35.26,0.4,94.01219512,2.095268293,58.75,1.6938125
Derbyshire 6BlueTit,Derbyshire 6,6,Derbyshire,"53.132397, -1.614775",England,"52.598877, -1.4668814",796142,312.6,23.85714286,-14.28571429,-65.28571429,-75.71428571,-26.71428571,-55.85714286,BlueTit,4.666666667,3.62962963,1.04,1.78,-0.64,79.07894737,1.511780702,77.2962963,2.156555556
Derbyshire 7BlueTit,Derbyshire 7,7,Derbyshire,"53.132397, -1.614775",England,"52.598877, -1.4668814",796142,312.6,24.14285714,-13.85714286,-65.85714286,-77.14285714,-32.85714286,-57.42857143,BlueTit,4.506024096,3.448275862,1.06,24.21,0.62,87.62650602,2.319156627,63.4137931,1.698827586
Derbyshire 8BlueTit,Derbyshire 8,8,Derbyshire,"53.132397, -1.614775",England,"52.598877, -1.4668814",796142,312.6,22.28571429,3,-58.57142857,-73.14285714,-26.28571429,-51.42857143,BlueTit,4.569892473,3.416666667,1.15,-4.67,0.07,81.52688172,2.302505376,86.19444444,2.22875
Derbyshire 9BlueTit,Derbyshire 9,9,Derbyshire,"53.132397, -1.614775",England,"52.598877, -1.4668814",796142,312.6,22.6,-17,-58.8,-73.2,-27.6,-53.2,BlueTit,4.703125,2.764705882,1.94,38.67,1.66,98.078125,2.6461875,59.41176471,0.990117647
Devon 1BlueTit,Devon 1,1,Devon,"50.752686, -3.811062",England,"52.598877, -1.4668814",795286,121.2,0.285714286,11,0.142857143,3.714285714,5.571428571,2.142857143,BlueTit,5.52173913,4,1.52,-57.7,-0.74,52.30434783,1.672956522,110,2.414
Devon 2BlueTit,Devon 2,2,Devon,"50.752686, -3.811062",England,"52.598877, -1.4668814",795286,121.2,1.142857143,18,-1,0.285714286,6.428571429,-2.142857143,BlueTit,4.272727273,2.5,1.77,-32.95,1.73,69.54545455,2.532,102.5,0.8045
Devon 3BlueTit,Devon 3,3,Devon,"50.752686, -3.811062",England,"52.598877, -1.4668814",795286,121.2,7.142857143,20.85714286,-16.28571429,-19.57142857,14.71428571,-20.42857143,BlueTit,4.272727273,2.7,1.57,35.36,3.77,83.90909091,4.279545455,48.55,0.50555
Devon 4BlueTit,Devon 4,4,Devon,"50.752686, -3.811062",England,"52.598877, -1.4668814",795286,121.2,19.14285714,-6.714285714,-52.71428571,-69.42857143,-27.28571429,-54.28571429,BlueTit,3.722222222,2.636363636,1.09,9.17,2.42,71.16666667,3.942833333,62,1.518636364
Devon 5BlueTit,Devon 5,5,Devon,"50.752686, -3.811062",England,"52.598877, -1.4668814",795286,121.2,22.42857143,-31.14285714,-63.57142857,-78.85714286,-37.71428571,-66.71428571,BlueTit,3.307692308,3.571428571,-0.26,-275.38,0.6,54.61538462,2.019461538,330,1.417142857
Devon 6BlueTit,Devon 6,6,Devon,"50.752686, -3.811062",England,"52.598877, -1.4668814",795286,121.2,22.42857143,-26.42857143,-65.42857143,-78.14285714,-34.28571429,-63.42857143,BlueTit,5.8,3.3,2.5,-52.53,-2.48,42.06666667,1.1888,94.6,3.6639
Devon 7BlueTit,Devon 7,7,Devon,"50.752686, -3.811062",England,"52.598877, -1.4668814",795286,121.2,22.85714286,-31.85714286,-64.57142857,-79.42857143,-40.28571429,-64.28571429,BlueTit,3.875,3.8,0.08,-49.85,-0.57,54.75,2.196375,104.6,2.7707
Devon 8BlueTit,Devon 8,8,Devon,"50.752686, -3.811062",England,"52.598877, -1.4668814",795286,121.2,21.42857143,-14.71428571,-59.28571429,-75.57142857,-32.57142857,-58.71428571,BlueTit,1.714285714,2.125,-0.41,-14.91,0.58,42.71428571,2.101714286,57.625,1.522875
Devon 9BlueTit,Devon 9,9,Devon,"50.752686, -3.811062",England,"52.598877, -1.4668814",795286,121.2,21.4,-26.6,-59.6,-75.4,-33.6,-59.2,BlueTit,2,3.833333333,-1.83,39.33,7.63,104.5,9.8075,65.16666667,2.174333333
Dorset 1BlueTit,Dorset 1,1,Dorset,"50.912815, -1.8442",England,"52.598877, -1.4668814",376484,151.1,0.428571429,22.71428571,0.285714286,3.285714286,5,-0.285714286,BlueTit,2.666666667,3.875,-1.21,-20.18,-2.23,72.44444444,1.576444444,92.625,3.80675
Dorset 2BlueTit,Dorset 2,2,Dorset,"50.912815, -1.8442",England,"52.598877, -1.4668814",376484,151.1,1,26.14285714,-1,-0.714285714,8,-3.714285714,BlueTit,3.857142857,4,-0.14,2.97,-5.24,128.0952381,4.057666667,125.125,9.29525
Dorset 3BlueTit,Dorset 3,3,Dorset,"50.912815, -1.8442",England,"52.598877, -1.4668814",376484,151.1,7.142857143,31,-16.14285714,-18.71428571,16.85714286,-19.28571429,BlueTit,2.173913043,4.2,-2.03,-60.65,-1.13,94.34782609,3.218347826,155,4.3452
Dorset 4BlueTit,Dorset 4,4,Dorset,"50.912815, -1.8442",England,"52.598877, -1.4668814",376484,151.1,19.85714286,-3.714285714,-54,-68.71428571,-24.14285714,-51.85714286,BlueTit,2.740740741,3.071428571,-0.33,-15.19,-1.2,74.74074074,2.517,89.92857143,3.721142857
Dorset 5BlueTit,Dorset 5,5,Dorset,"50.912815, -1.8442",England,"52.598877, -1.4668814",376484,151.1,23.28571429,-28.14285714,-64.14285714,-78.42857143,-34.85714286,-62.85714286,BlueTit,3.7,2.4375,1.26,0.68,0.39,102.15,2.738575,101.46875,2.35121875
Dorset 6BlueTit,Dorset 6,6,Dorset,"50.912815, -1.8442",England,"52.598877, -1.4668814",376484,151.1,23.28571429,-16.71428571,-66.71428571,-77.42857143,-31.85714286,-59.28571429,BlueTit,3.34,2.8,0.54,-13.92,-0.76,64.58,2.00924,78.5,2.7702
Dorset 7BlueTit,Dorset 7,7,Dorset,"50.912815, -1.8442",England,"52.598877, -1.4668814",376484,151.1,23.85714286,-23.42857143,-66.85714286,-78.71428571,-38,-60.85714286,BlueTit,3.113636364,2.2,0.91,-3.09,0.02,77.40909091,2.311977273,80.5,2.2936
Dorset 8BlueTit,Dorset 8,8,Dorset,"50.912815, -1.8442",England,"52.598877, -1.4668814",376484,151.1,22.14285714,-3.857142857,-61.28571429,-75.71428571,-31.14285714,-53.57142857,BlueTit,3.8,3.307692308,0.49,10.93,0,103.55,2.26795,92.61538462,2.271384615
Dorset 9BlueTit,Dorset 9,9,Dorset,"50.912815, -1.8442",England,"52.598877, -1.4668814",376484,151.1,22.4,-25,-61.2,-75.8,-32.4,-56.4,BlueTit,2.75,3.384615385,-0.63,-7.17,-0.24,78.6,1.9586,85.76923077,2.196384615
Down 1BlueTit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,0,10,0
Down 3BlueTit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,20,0
Down 5BlueTit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,12.5,0
Down 6BlueTit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.66666667,0,18.33333333,0
Down 7BlueTit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.16666667,0,19.25,0
Durham 1BlueTit,Durham 1,1,Durham,"54.77753, -1.5746",England,"52.598877, -1.4668814",526980,236.7,-0.142857143,11,1,5.714285714,0.428571429,4.428571429,BlueTit,4,2.142857143,1.86,-16.61,0.81,41.53333333,1.181866667,58.14285714,0.371285714
Durham 2BlueTit,Durham 2,2,Durham,"54.77753, -1.5746",England,"52.598877, -1.4668814",526980,236.7,1,5.428571429,-0.285714286,2.428571429,4.714285714,0.857142857,BlueTit,6.6,4,2.6,-93.73,-1.92,24.6,0.7276,118.3333333,2.65
Durham 3BlueTit,Durham 3,3,Durham,"54.77753, -1.5746",England,"52.598877, -1.4668814",526980,236.7,6.142857143,14.28571429,-14,-10.71428571,18.71428571,-13,BlueTit,6.133333333,5.6,0.53,-24.73,0.13,47.66666667,1.4116,72.4,1.2776
Durham 4BlueTit,Durham 4,4,Durham,"54.77753, -1.5746",England,"52.598877, -1.4668814",526980,236.7,18.42857143,-9.428571429,-51.42857143,-62.57142857,-20.57142857,-47.71428571,BlueTit,7.941176471,2.416666667,5.52,-1.91,0.56,66.17647059,2.025058824,68.08333333,1.462166667
Durham 5BlueTit,Durham 5,5,Durham,"54.77753, -1.5746",England,"52.598877, -1.4668814",526980,236.7,22.28571429,-30.57142857,-62.57142857,-72.28571429,-31,-61,BlueTit,5.210526316,3.363636364,1.85,-9.15,0.49,72.57894737,2.055,81.72727273,1.562272727
Durham 6BlueTit,Durham 6,6,Durham,"54.77753, -1.5746",England,"52.598877, -1.4668814",526980,236.7,22.42857143,-18.28571429,-64.85714286,-70.57142857,-27.28571429,-54.57142857,BlueTit,5.794117647,4.357142857,1.44,-15.36,-3.68,65.85294118,1.859205882,81.21428571,5.538
Durham 7BlueTit,Durham 7,7,Durham,"54.77753, -1.5746",England,"52.598877, -1.4668814",526980,236.7,22.71428571,-15.85714286,-64.71428571,-72.28571429,-32.71428571,-54.85714286,BlueTit,4.666666667,2,2.67,18.1,1.02,59.0952381,1.661380952,41,0.6413
Durham 8BlueTit,Durham 8,8,Durham,"54.77753, -1.5746",England,"52.598877, -1.4668814",526980,236.7,21,-1,-58.28571429,-69,-25.85714286,-46.14285714,BlueTit,5.766666667,4.375,1.39,22.05,0.37,83.3,2.489166667,61.25,2.1235
Durham 9BlueTit,Durham 9,9,Durham,"54.77753, -1.5746",England,"52.598877, -1.4668814",526980,236.7,20.6,-11,-58,-67.8,-26.2,-47.8,BlueTit,4.466666667,2.5,1.97,62.23,-0.24,135.7333333,2.190066667,73.5,2.42575
East Lothian 1BlueTit,East Lothian 1,1,East Lothian,"55.93998, -2.720343",Scotland,"56.68894, -4.0425997",105790,155.8,-0.4,7.5,1.142857143,4.571428571,3.857142857,4,BlueTit,7.5,10,-2.5,59,0.72,144,4.41975,85,3.7
East Lothian 3BlueTit,East Lothian 3,3,East Lothian,"55.93998, -2.720343",Scotland,"56.68894, -4.0425997",105790,155.8,8.8,47.5,-17.28571429,-13.57142857,23.28571429,-17.14285714,BlueTit,8.166666667,2.333333333,5.83,3.33,0.43,82.66666667,1.992833333,79.33333333,1.563666667
East Lothian 4BlueTit,East Lothian 4,4,East Lothian,"55.93998, -2.720343",Scotland,"56.68894, -4.0425997",105790,155.8,17,-3.5,-57,-67.71428571,-17.28571429,-47.57142857,BlueTit,4.875,1.8,3.08,-5.03,-0.4,57.375,1.726,62.4,2.123
East Lothian 5BlueTit,East Lothian 5,5,East Lothian,"55.93998, -2.720343",Scotland,"56.68894, -4.0425997",105790,155.8,NA,-29.83333333,-67,-77.14285714,-27.71428571,-58.85714286,BlueTit,6,5.5,0.5,-35.57,0.86,89.42857143,2.947142857,125,2.085
East Lothian 6BlueTit,East Lothian 6,6,East Lothian,"55.93998, -2.720343",Scotland,"56.68894, -4.0425997",105790,155.8,NA,-29.75,-67.14285714,-76.42857143,-26.57142857,-52.28571429,BlueTit,4.5,3.5,1,42.63,2.28,87.625,2.48,45,0.2
East Lothian 7BlueTit,East Lothian 7,7,East Lothian,"55.93998, -2.720343",Scotland,"56.68894, -4.0425997",105790,155.8,NA,-28.75,-67.85714286,-74.33333333,-28.85714286,-52.71428571,BlueTit,5.6,3.166666667,2.43,-2.33,-0.12,114,2.912,116.3333333,3.033666667
East Lothian 8BlueTit,East Lothian 8,8,East Lothian,"55.93998, -2.720343",Scotland,"56.68894, -4.0425997",105790,155.8,NA,-12.33333333,-64.57142857,-70.66666667,-24,-45.71428571,BlueTit,3.8,3.666666667,0.13,30.87,0.18,79.2,2.7255,48.33333333,2.546666667
East Lothian 9BlueTit,East Lothian 9,9,East Lothian,"55.93998, -2.720343",Scotland,"56.68894, -4.0425997",105790,155.8,NA,-24.66666667,-65.4,-69.75,-23.6,-48.6,BlueTit,2.6,1.4,1.2,-21.6,1.22,75.2,2.574,96.8,1.3518
East Riding of Yorkshire 1BlueTit,East Riding of Yorkshire 1,1,East Riding of Yorkshire,"53.8547, -0.459669",England,"52.598877, -1.4668814",339614,141.1,-0.285714286,31.28571429,0.857142857,7.142857143,5,3.857142857,BlueTit,6.615384615,3.5,3.12,456.09,1.3,527.9230769,3.172384615,71.83333333,1.872666667
East Riding of Yorkshire 2BlueTit,East Riding of Yorkshire 2,2,East Riding of Yorkshire,"53.8547, -0.459669",England,"52.598877, -1.4668814",339614,141.1,0.714285714,28.14285714,0.142857143,4.857142857,8.428571429,7.571428571,BlueTit,5.875,3.1,2.78,361.73,0.61,500.125,2.1733125,138.4,1.5625
East Riding of Yorkshire 3BlueTit,East Riding of Yorkshire 3,3,East Riding of Yorkshire,"53.8547, -0.459669",England,"52.598877, -1.4668814",339614,141.1,5.857142857,36,-12.14285714,-10.14285714,23.85714286,1.857142857,BlueTit,5.266666667,10,-4.73,381.67,1.34,522.6666667,3.285333333,141,1.948
East Riding of Yorkshire 4BlueTit,East Riding of Yorkshire 4,4,East Riding of Yorkshire,"53.8547, -0.459669",England,"52.598877, -1.4668814",339614,141.1,18.71428571,-9.571428571,-49.71428571,-65.85714286,-19.57142857,-32.28571429,BlueTit,4.882352941,4.25,0.63,339.19,0.26,541.9411765,3.004941176,202.75,2.74575
East Riding of Yorkshire 5BlueTit,East Riding of Yorkshire 5,5,East Riding of Yorkshire,"53.8547, -0.459669",England,"52.598877, -1.4668814",339614,141.1,22.28571429,-35.28571429,-61.42857143,-75.14285714,-31.57142857,-48.42857143,BlueTit,4.666666667,4,0.67,382.86,4.2,529.4285714,4.623333333,146.5714286,0.422571429
East Riding of Yorkshire 6BlueTit,East Riding of Yorkshire 6,6,East Riding of Yorkshire,"53.8547, -0.459669",England,"52.598877, -1.4668814",339614,141.1,22.28571429,-27.42857143,-63.14285714,-73.57142857,-28,-41,BlueTit,4,2.571428571,1.43,408.08,0.9,537.2222222,2.301851852,129.1428571,1.406714286
East Riding of Yorkshire 7BlueTit,East Riding of Yorkshire 7,7,East Riding of Yorkshire,"53.8547, -0.459669",England,"52.598877, -1.4668814",339614,141.1,22.71428571,-25.71428571,-63.71428571,-74.57142857,-33.71428571,-41.57142857,BlueTit,4.117647059,2.75,1.37,494.69,0.42,640.3529412,2.224529412,145.6666667,1.803333333
