UniqueCode,COUNTY.WEEK,WEEK,County,CountyGeolocation,Country,CountryGeolocation,Population_Estimate,Population_Density,Home,Parks,Work,Retail,Grocery,Transit,SPECIES,SPP.2020.OBSERVATION.COUNT,SPP.2019.OBSERVATION.COUNT,SPP.DIFF.COUNT,SPP.DIFF.DURATION,SPP.DIFF.DISTANCE,2020.DURATION.MINUTES,2020.EFFORT.DISTANCE.KM,2019.DURATION.MINUTES,2019.EFFORT.DISTANCE.KM
Edinburgh 2BlueTit,Edinburgh 2,2,Edinburgh,"55.95415, -3.20277",Scotland,"56.68894, -4.0425997",518500,1966,2,1.714285714,-3.142857143,0,6.142857143,-4,BlueTit,5.5,3,2.5,-14.3,-11.57,69.125,1.1225,83.42857143,12.69571429
Edinburgh 3BlueTit,Edinburgh 3,3,Edinburgh,"55.95415, -3.20277",Scotland,"56.68894, -4.0425997",518500,1966,11.85714286,-9,-30.42857143,-33.42857143,8.142857143,-41.57142857,BlueTit,6.733333333,5,1.73,-21.6,-1.54,68.4,2.325533333,90,3.862
Edinburgh 4BlueTit,Edinburgh 4,4,Edinburgh,"55.95415, -3.20277",Scotland,"56.68894, -4.0425997",518500,1966,26,-38.57142857,-69,-77,-30,-76.85714286,BlueTit,4.954545455,6,-1.05,3.41,-2.07,59.90909091,2.261727273,56.5,4.332
Edinburgh 5BlueTit,Edinburgh 5,5,Edinburgh,"55.95415, -3.20277",Scotland,"56.68894, -4.0425997",518500,1966,28.71428571,-41.71428571,-76.85714286,-83.57142857,-38.28571429,-84.28571429,BlueTit,4.8,2,2.8,36.93,1,55.6,1.576133333,18.66666667,0.580333333
Edinburgh 6BlueTit,Edinburgh 6,6,Edinburgh,"55.95415, -3.20277",Scotland,"56.68894, -4.0425997",518500,1966,28.57142857,-34.14285714,-77.42857143,-83.28571429,-36.57142857,-83.71428571,BlueTit,7.52,4,3.52,61.68,1.89,72.68,2.47276,11,0.58
Edinburgh 8BlueTit,Edinburgh 8,8,Edinburgh,"55.95415, -3.20277",Scotland,"56.68894, -4.0425997",518500,1966,27.57142857,-23.85714286,-75,-82.28571429,-34.85714286,-82.14285714,BlueTit,4.789473684,1.5,3.29,-31.47,1.75,54.52631579,1.907052632,86,0.161
Edinburgh 9BlueTit,Edinburgh 9,9,Edinburgh,"55.95415, -3.20277",Scotland,"56.68894, -4.0425997",518500,1966,28,-29.2,-76,-81,-36,-81.8,BlueTit,4.176470588,2.230769231,1.95,-28.61,1.29,54.47058824,1.744411765,83.07692308,0.449923077
Essex 1BlueTit,Essex 1,1,Essex,"51.78254, 0.560672",England,"52.598877, -1.4668814",1477764,426.6,0.428571429,9.142857143,0.285714286,4,-0.428571429,-2.571428571,BlueTit,7,4.714285714,2.29,-16.43,-1.51,74.85714286,1.356571429,91.28571429,2.865142857
Essex 2BlueTit,Essex 2,2,Essex,"51.78254, 0.560672",England,"52.598877, -1.4668814",1477764,426.6,1.571428571,10.85714286,-1.142857143,2.142857143,3.714285714,-10.71428571,BlueTit,3.307692308,4.75,-1.44,-21.84,-0.61,57.53846154,1.688076923,79.375,2.302375
Essex 3BlueTit,Essex 3,3,Essex,"51.78254, 0.560672",England,"52.598877, -1.4668814",1477764,426.6,8.428571429,10.28571429,-17.85714286,-13,17.71428571,-39.71428571,BlueTit,5.444444444,8.166666667,-2.72,45.39,0.91,136.5555556,2.678222222,91.16666667,1.772666667
Essex 4BlueTit,Essex 4,4,Essex,"51.78254, 0.560672",England,"52.598877, -1.4668814",1477764,426.6,22,-9.714285714,-55,-63.57142857,-23,-70.85714286,BlueTit,4.75,4.705882353,0.04,68.04,1.11,116.6875,1.8406875,48.64705882,0.728352941
Essex 5BlueTit,Essex 5,5,Essex,"51.78254, 0.560672",England,"52.598877, -1.4668814",1477764,426.6,25.42857143,-25.85714286,-65.57142857,-73.85714286,-35,-79.28571429,BlueTit,4.090909091,6.666666667,-2.58,154.36,0.69,237.3636364,1.526227273,83,0.837
Essex 6BlueTit,Essex 6,6,Essex,"51.78254, 0.560672",England,"52.598877, -1.4668814",1477764,426.6,25.57142857,-15,-67.71428571,-72.42857143,-32.57142857,-77.85714286,BlueTit,5.7,4.769230769,0.93,319.8,2.66,434.65,4.74995,114.8461538,2.090538462
Essex 7BlueTit,Essex 7,7,Essex,"51.78254, 0.560672",England,"52.598877, -1.4668814",1477764,426.6,25.85714286,-17.42857143,-67.42857143,-73.85714286,-38,-78,BlueTit,5.052631579,5.090909091,-0.04,418.91,2.12,492,3.715894737,73.09090909,1.594090909
Essex 8BlueTit,Essex 8,8,Essex,"51.78254, 0.560672",England,"52.598877, -1.4668814",1477764,426.6,24.14285714,2.285714286,-61.71428571,-70.57142857,-30.85714286,-74.42857143,BlueTit,5.55,4.222222222,1.33,265.45,-1.24,409.45,4.41165,144,5.653777778
Essex 9BlueTit,Essex 9,9,Essex,"51.78254, 0.560672",England,"52.598877, -1.4668814",1477764,426.6,24.6,-18.2,-62,-70.2,-31.8,-74.6,BlueTit,5.9375,2.75,3.19,327.63,3.1,392.375,5.3873125,64.75,2.28875
Falkirk 8BlueTit,Falkirk 8,8,Falkirk,"56.00096, -3.78811",Scotland,"56.68894, -4.0425997",160340,539.2,25.2,-3.333333333,-60.14285714,-69.57142857,-27.28571429,-54.14285714,BlueTit,2,1,1,115,1.22,175,4.023,60,2.8
Fife 1BlueTit,Fife 1,1,Fife,"56.186146, -2.556456",Scotland,"56.68894, -4.0425997",371910,280.7,0,16.57142857,1.714285714,7.571428571,4.714285714,1.428571429,BlueTit,9,4,5,71.5,1.95,78,1.947,6.5,0
Fife 2BlueTit,Fife 2,2,Fife,"56.186146, -2.556456",Scotland,"56.68894, -4.0425997",371910,280.7,1,8.285714286,0.857142857,4.142857143,7.285714286,-0.142857143,BlueTit,2,5,-3,-320,0,5,0,325,0
Fife 3BlueTit,Fife 3,3,Fife,"56.186146, -2.556456",Scotland,"56.68894, -4.0425997",371910,280.7,6.428571429,25.57142857,-13.71428571,-10.85714286,16.85714286,-17,BlueTit,3.25,2,1.25,69,3.36,123.25,5.143,54.25,1.7865
Fife 4BlueTit,Fife 4,4,Fife,"56.186146, -2.556456",Scotland,"56.68894, -4.0425997",371910,280.7,19.71428571,-11.85714286,-53.28571429,-63.28571429,-19.14285714,-52.71428571,BlueTit,3.833333333,4.333333333,-0.5,20.83,1.29,61.5,2.379333333,40.66666667,1.089666667
Fife 5BlueTit,Fife 5,5,Fife,"56.186146, -2.556456",Scotland,"56.68894, -4.0425997",371910,280.7,22.57142857,-26.28571429,-63.85714286,-73.28571429,-26.28571429,-61.85714286,BlueTit,7,1,6,-55,-1.52,60,3.283,115,4.8
Fife 7BlueTit,Fife 7,7,Fife,"56.186146, -2.556456",Scotland,"56.68894, -4.0425997",371910,280.7,22.28571429,-17.71428571,-63.71428571,-72.42857143,-26.85714286,-58,BlueTit,5.333333333,1,4.33,-390,-1.49,90,1.727333333,480,3.219
Fife 8BlueTit,Fife 8,8,Fife,"56.186146, -2.556456",Scotland,"56.68894, -4.0425997",371910,280.7,21.42857143,-3.428571429,-59.85714286,-70.71428571,-23.71428571,-54.57142857,BlueTit,3.5,1,2.5,-9.25,-4.89,80.75,1.549,90,6.437
Fife 9BlueTit,Fife 9,9,Fife,"56.186146, -2.556456",Scotland,"56.68894, -4.0425997",371910,280.7,21,-11.8,-60,-69,-23.6,-54.6,BlueTit,2.6,3,-0.4,-137.2,-6.48,72.8,1.0236,210,7.5
Flintshire 8BlueTit,Flintshire 8,8,Flintshire,"53.21747, -3.143167",Wales,"52.325066, -3.7999659",155593,355.6,24.2,-12.4,-57.14285714,-67,-31,-36.42857143,BlueTit,13,1.75,11.25,58.33,2.47,114.3333333,2.6745,56,0.20125
Flintshire 9BlueTit,Flintshire 9,9,Flintshire,"53.21747, -3.143167",Wales,"52.325066, -3.7999659",155593,355.6,24,-31.25,-57.2,-67.4,-30.6,-41,BlueTit,16.5,1.666666667,14.83,153.83,4.71,200.5,4.7065,46.66666667,0
Glasgow 3BlueTit,Glasgow 3,3,Glasgow,"55.85781, -4.24253",Scotland,"56.68894, -4.0425997",626410,3569,9.285714286,-15.14285714,-23.14285714,-30.42857143,10.42857143,-42.14285714,BlueTit,10.66666667,3.333333333,7.33,20,1.31,32,1.883333333,12,0.571666667
Glasgow 4BlueTit,Glasgow 4,4,Glasgow,"55.85781, -4.24253",Scotland,"56.68894, -4.0425997",626410,3569,23,-41.71428571,-61.28571429,-74,-28.57142857,-77,BlueTit,7.333333333,1,6.33,40.33,2.09,43.66666667,2.09,3.333333333,0
Glasgow 5BlueTit,Glasgow 5,5,Glasgow,"55.85781, -4.24253",Scotland,"56.68894, -4.0425997",626410,3569,26,-44.57142857,-71.42857143,-80.85714286,-36.71428571,-83.28571429,BlueTit,12.5,5.2,7.3,18.4,1.83,34,2.275,15.6,0.4406
Glasgow 7BlueTit,Glasgow 7,7,Glasgow,"55.85781, -4.24253",Scotland,"56.68894, -4.0425997",626410,3569,25.57142857,-28,-70.85714286,-79.42857143,-35.28571429,-82.85714286,BlueTit,15.375,5.5,9.88,131.5,4.94,156.25,5.533,24.75,0.593
Glasgow 8BlueTit,Glasgow 8,8,Glasgow,"55.85781, -4.24253",Scotland,"56.68894, -4.0425997",626410,3569,24.14285714,-13,-67.57142857,-77,-31.85714286,-80.14285714,BlueTit,7,3.166666667,3.83,12.83,0.72,31,1.36,18.16666667,0.635833333
Glasgow 9BlueTit,Glasgow 9,9,Glasgow,"55.85781, -4.24253",Scotland,"56.68894, -4.0425997",626410,3569,24.4,-31.4,-68.2,-75.6,-32.8,-80,BlueTit,7.857142857,3,4.86,62.14,2.9,90.14285714,3.771428571,28,0.8745
Gloucestershire 1BlueTit,Gloucestershire 1,1,Gloucestershire,"51.848232, -1.693304",England,"52.598877, -1.4668814",633558,238.8,0.285714286,8.142857143,1.285714286,2.428571429,3.142857143,4.428571429,BlueTit,4.5,2.285714286,2.21,-33.46,-1.38,82.25,1.4231,115.7142857,2.800857143
Gloucestershire 2BlueTit,Gloucestershire 2,2,Gloucestershire,"51.848232, -1.693304",England,"52.598877, -1.4668814",633558,238.8,1.142857143,15.42857143,-1.142857143,5,5.857142857,14.57142857,BlueTit,5.324324324,1,4.32,-26.54,0.73,93.45945946,2.338567568,120,1.609
Gloucestershire 3BlueTit,Gloucestershire 3,3,Gloucestershire,"51.848232, -1.693304",England,"52.598877, -1.4668814",633558,238.8,8.428571429,1.857142857,-16.28571429,-24,13.14285714,-18.28571429,BlueTit,6.833333333,5,1.83,-13.6,0.36,85.58333333,1.905666667,99.18181818,1.543909091
Gloucestershire 4BlueTit,Gloucestershire 4,4,Gloucestershire,"51.848232, -1.693304",England,"52.598877, -1.4668814",633558,238.8,21.28571429,-9.714285714,-53.28571429,-69.71428571,-25.14285714,-53.57142857,BlueTit,2.941176471,1.111111111,1.83,19.51,0.56,72.17647059,1.403235294,52.66666667,0.840333333
Gloucestershire 5BlueTit,Gloucestershire 5,5,Gloucestershire,"51.848232, -1.693304",England,"52.598877, -1.4668814",633558,238.8,24.42857143,-30.42857143,-63.42857143,-79.14285714,-36.85714286,-65.57142857,BlueTit,2.363636364,2.529411765,-0.17,9.35,-1.07,73,0.442727273,63.64705882,1.511352941
Gloucestershire 6BlueTit,Gloucestershire 6,6,Gloucestershire,"51.848232, -1.693304",England,"52.598877, -1.4668814",633558,238.8,24.71428571,-24.14285714,-66.14285714,-78.85714286,-34.14285714,-63.28571429,BlueTit,2.923076923,2.5,0.42,-24.2,0.01,44.92307692,1.771384615,69.125,1.76
Gloucestershire 7BlueTit,Gloucestershire 7,7,Gloucestershire,"51.848232, -1.693304",England,"52.598877, -1.4668814",633558,238.8,25.28571429,-27.28571429,-66.71428571,-80,-40.71428571,-64.85714286,BlueTit,2.68,2.9375,-0.26,-79.7,-1.05,38.36,0.67592,118.0625,1.7300625
Gloucestershire 8BlueTit,Gloucestershire 8,8,Gloucestershire,"51.848232, -1.693304",England,"52.598877, -1.4668814",633558,238.8,23.28571429,-6.428571429,-60.14285714,-76.28571429,-32.57142857,-59.71428571,BlueTit,2.4375,2.555555556,-0.12,-90.17,-2.82,53,0.730875,143.1666667,3.554833333
Gloucestershire 9BlueTit,Gloucestershire 9,9,Gloucestershire,"51.848232, -1.693304",England,"52.598877, -1.4668814",633558,238.8,23.6,-23.2,-60.4,-76.2,-33.6,-61.2,BlueTit,2.727272727,2.538461538,0.19,-59.94,-2.04,34.90909091,0.742454545,94.84615385,2.784307692
Gwynedd 4BlueTit,Gwynedd 4,4,Gwynedd,"52.787663, -4.694361",Wales,"52.325066, -3.7999659",124178,48.99,15.5,-13.57142857,-52.14285714,-66,-31.14285714,-45,BlueTit,2.875,3,-0.13,8.44,0.31,38.4375,0.3066875,30,0
Gwynedd 5BlueTit,Gwynedd 5,5,Gwynedd,"52.787663, -4.694361",Wales,"52.325066, -3.7999659",124178,48.99,NA,-48.42857143,-63,-77.42857143,-45,-61.14285714,BlueTit,2.5625,8,-5.44,-136.75,-8.37,33.75,0.754375,170.5,9.125
Gwynedd 6BlueTit,Gwynedd 6,6,Gwynedd,"52.787663, -4.694361",Wales,"52.325066, -3.7999659",124178,48.99,NA,-45.85714286,-64,-76.14285714,-41,-54.42857143,BlueTit,4,1,3,-43.93,-5.1,51.07142857,0.608928571,95,5.713
Gwynedd 7BlueTit,Gwynedd 7,7,Gwynedd,"52.787663, -4.694361",Wales,"52.325066, -3.7999659",124178,48.99,NA,-49.14285714,-64.42857143,-77.57142857,-44.85714286,-57.28571429,BlueTit,2.4,3.6,-1.2,-114.8,-5.49,37,0.5208,151.8,6.0072
Gwynedd 8BlueTit,Gwynedd 8,8,Gwynedd,"52.787663, -4.694361",Wales,"52.325066, -3.7999659",124178,48.99,NA,-39.42857143,-58.85714286,-72.85714286,-38.14285714,-50,BlueTit,3.166666667,4.444444444,-1.28,-75.56,-3.02,23.33333333,0.187666667,98.88888889,3.206
Hampshire 1BlueTit,Hampshire 1,1,Hampshire,"50.95535, -1.90363",England,"52.598877, -1.4668814",1376316,374.1,0.285714286,10.28571429,0.714285714,2.428571429,3.857142857,2.714285714,BlueTit,4.181818182,2.5,1.68,-4.28,-0.97,78.09090909,1.581318182,82.375,2.551125
Hampshire 2BlueTit,Hampshire 2,2,Hampshire,"50.95535, -1.90363",England,"52.598877, -1.4668814",1376316,374.1,1.285714286,9.857142857,-1.142857143,-2.714285714,7,-5.714285714,BlueTit,6.033333333,2.8,3.23,48.5,-1.42,159.5,4.5546,111,5.9696
Hampshire 3BlueTit,Hampshire 3,3,Hampshire,"50.95535, -1.90363",England,"52.598877, -1.4668814",1376316,374.1,8.714285714,14.71428571,-18.42857143,-18.28571429,18.85714286,-27.42857143,BlueTit,3.736842105,4.769230769,-1.03,14.08,-0.51,83.15789474,2.121,69.07692308,2.635230769
Hampshire 4BlueTit,Hampshire 4,4,Hampshire,"50.95535, -1.90363",England,"52.598877, -1.4668814",1376316,374.1,21.85714286,-2.142857143,-55.14285714,-67,-22.14285714,-60.57142857,BlueTit,3.058823529,4.642857143,-1.58,-39.88,-1.58,81.76470588,1.810294118,121.6428571,3.387571429
Hampshire 5BlueTit,Hampshire 5,5,Hampshire,"50.95535, -1.90363",England,"52.598877, -1.4668814",1376316,374.1,25.28571429,-24,-65.14285714,-76.42857143,-32.42857143,-71,BlueTit,3.114285714,8.888888889,-5.77,-81.85,-1.88,45.37142857,1.168942857,127.2222222,3.049888889
Hampshire 6BlueTit,Hampshire 6,6,Hampshire,"50.95535, -1.90363",England,"52.598877, -1.4668814",1376316,374.1,25.71428571,-15.57142857,-67.42857143,-75.85714286,-29.42857143,-69,BlueTit,2.837209302,3.647058824,-0.81,-6.7,-0.82,51.88372093,1.403953488,58.58823529,2.221823529
Hampshire 7BlueTit,Hampshire 7,7,Hampshire,"50.95535, -1.90363",England,"52.598877, -1.4668814",1376316,374.1,26,-18.14285714,-67.71428571,-77.57142857,-36.57142857,-69.71428571,BlueTit,4.113636364,2.5,1.61,135.02,-2.02,218.5227273,1.728022727,83.5,3.751833333
Hampshire 8BlueTit,Hampshire 8,8,Hampshire,"50.95535, -1.90363",England,"52.598877, -1.4668814",1376316,374.1,24.42857143,2.428571429,-61.57142857,-74,-30.28571429,-63.85714286,BlueTit,3.264705882,3.058823529,0.21,-37,-1.24,47.82352941,1.903529412,84.82352941,3.144941176
Hampshire 9BlueTit,Hampshire 9,9,Hampshire,"50.95535, -1.90363",England,"52.598877, -1.4668814",1376316,374.1,24.6,-19,-62.6,-74.2,-31.8,-65.6,BlueTit,2.344827586,2.333333333,0.01,-30.5,-1.28,60.5862069,2.386344828,91.08333333,3.663916667
Herefordshire 1BlueTit,Herefordshire 1,1,Herefordshire,"52.101677, -2.740536",England,"52.598877, -1.4668814",192107,88.13,0,9.714285714,1.714285714,5.857142857,3.428571429,5.714285714,BlueTit,2,5,-3,-15,3.22,75,4.828,90,1.609
Hertfordshire 1BlueTit,Hertfordshire 1,1,Hertfordshire,"51.829742, -0.216997",England,"52.598877, -1.4668814",1184365,720.8,0.142857143,12.14285714,0.428571429,1,4.571428571,-0.285714286,BlueTit,5.781818182,3.666666667,2.12,32.95,0.68,74.92727273,1.739818182,41.97619048,1.060857143
Hertfordshire 2BlueTit,Hertfordshire 2,2,Hertfordshire,"51.829742, -0.216997",England,"52.598877, -1.4668814",1184365,720.8,1.714285714,2.571428571,-2.142857143,-2,8.428571429,-8.714285714,BlueTit,4.558139535,3.59375,0.96,40.55,0.47,87.11627907,1.367674419,46.5625,0.89421875
Hertfordshire 3BlueTit,Hertfordshire 3,3,Hertfordshire,"51.829742, -0.216997",England,"52.598877, -1.4668814",1184365,720.8,10.57142857,-5.285714286,-22.57142857,-20.28571429,19.14285714,-36.85714286,BlueTit,4.444444444,4.403846154,0.04,57.57,-0.57,96.62962963,0.894259259,39.05769231,1.460557692
Hertfordshire 4BlueTit,Hertfordshire 4,4,Hertfordshire,"51.829742, -0.216997",England,"52.598877, -1.4668814",1184365,720.8,24.57142857,-5,-59,-67.28571429,-23.71428571,-67,BlueTit,3.747474747,3,0.75,33.31,0.07,91.53535354,1.656777778,58.22580645,1.587467742
Hertfordshire 5BlueTit,Hertfordshire 5,5,Hertfordshire,"51.829742, -0.216997",England,"52.598877, -1.4668814",1184365,720.8,27.57142857,-20.57142857,-68.28571429,-75.57142857,-35.14285714,-75.71428571,BlueTit,3.883333333,3.6,0.28,11.67,-0.45,62.93333333,1.046941667,51.26666667,1.492288889
Hertfordshire 6BlueTit,Hertfordshire 6,6,Hertfordshire,"51.829742, -0.216997",England,"52.598877, -1.4668814",1184365,720.8,27.71428571,-7.857142857,-70.28571429,-74.57142857,-32.71428571,-74.28571429,BlueTit,4.269565217,2.918918919,1.35,35.55,0.49,80.79130435,1.876069565,45.24324324,1.381621622
Hertfordshire 7BlueTit,Hertfordshire 7,7,Hertfordshire,"51.829742, -0.216997",England,"52.598877, -1.4668814",1184365,720.8,28,-10.28571429,-69.85714286,-76.14285714,-38.57142857,-74.57142857,BlueTit,4.007633588,3.288461538,0.72,29.65,0.31,72.15267176,1.526824427,42.5,1.219596154
Hertfordshire 8BlueTit,Hertfordshire 8,8,Hertfordshire,"51.829742, -0.216997",England,"52.598877, -1.4668814",1184365,720.8,26.14285714,14.85714286,-64.42857143,-73,-32.71428571,-69.57142857,BlueTit,3.766917293,2.603773585,1.16,38.2,0.11,83.33082707,2.128030075,45.13207547,2.017849057
Hertfordshire 9BlueTit,Hertfordshire 9,9,Hertfordshire,"51.829742, -0.216997",England,"52.598877, -1.4668814",1184365,720.8,26.6,-16.6,-65.2,-73.2,-34.4,-71.4,BlueTit,2.857142857,2.666666667,0.19,19.83,0.74,63.83116883,1.942701299,44,1.200433333
Highland 1BlueTit,Highland 1,1,Highland,"57.66508, -6.227732",Scotland,"56.68894, -4.0425997",235540,9.18,-0.285714286,26.85714286,1.142857143,11.28571429,5.857142857,10.28571429,BlueTit,2.166666667,2.4,-0.23,-65.12,-0.72,51.08333333,1.340833333,116.2,2.0634
Highland 2BlueTit,Highland 2,2,Highland,"57.66508, -6.227732",Scotland,"56.68894, -4.0425997",235540,9.18,0.571428571,26.28571429,-0.142857143,8.857142857,7.571428571,8.571428571,BlueTit,1.4,2.625,-1.23,-16.63,-0.98,50,0.5054,66.625,1.48425
Highland 3BlueTit,Highland 3,3,Highland,"57.66508, -6.227732",Scotland,"56.68894, -4.0425997",235540,9.18,5.428571429,25.28571429,-12.57142857,-10.42857143,15.42857143,-9.714285714,BlueTit,2.142857143,3.285714286,-1.14,-145.57,-0.27,84.71428571,1.341857143,230.2857143,1.609428571
Highland 4BlueTit,Highland 4,4,Highland,"57.66508, -6.227732",Scotland,"56.68894, -4.0425997",235540,9.18,18.33333333,-23.57142857,-53.57142857,-67.28571429,-27.71428571,-54.71428571,BlueTit,2.55,3.333333333,-0.78,-31.22,-2.16,66.45,1.45755,97.66666667,3.614083333
Highland 5BlueTit,Highland 5,5,Highland,"57.66508, -6.227732",Scotland,"56.68894, -4.0425997",235540,9.18,23.8,-44.42857143,-64.71428571,-77.57142857,-37.28571429,-67.28571429,BlueTit,3.565217391,2.4,1.17,11.1,-0.31,80.69565217,1.633391304,69.6,1.941
Highland 6BlueTit,Highland 6,6,Highland,"57.66508, -6.227732",Scotland,"56.68894, -4.0425997",235540,9.18,22.33333333,-39.85714286,-65,-76.14285714,-35.71428571,-63.85714286,BlueTit,2.315789474,2.75,-0.43,-40.38,-0.31,72.36842105,0.823842105,112.75,1.13075
Highland 7BlueTit,Highland 7,7,Highland,"57.66508, -6.227732",Scotland,"56.68894, -4.0425997",235540,9.18,22,-36.28571429,-63.57142857,-76.42857143,-37.28571429,-62.57142857,BlueTit,2.944444444,2.6,0.34,27.87,-0.21,82.66666667,1.293222222,54.8,1.5028
Highland 8BlueTit,Highland 8,8,Highland,"57.66508, -6.227732",Scotland,"56.68894, -4.0425997",235540,9.18,20.83333333,-24.28571429,-60.71428571,-73.28571429,-32.85714286,-58.14285714,BlueTit,2.533333333,1,1.53,94.13,0.3,99.13333333,0.497466667,5,0.201
Highland 9BlueTit,Highland 9,9,Highland,"57.66508, -6.227732",Scotland,"56.68894, -4.0425997",235540,9.18,21.5,-36.2,-60.8,-71.6,-33.4,-58.8,BlueTit,2.454545455,2.363636364,0.09,-31.09,-1.43,103.8181818,1.414727273,134.9090909,2.844
Isle of Wight 1BlueTit,Isle of Wight 1,1,Isle of Wight,"50.674908, -1.301753",England,"52.598877, -1.4668814",141538,372.3,0.5,13.28571429,2.142857143,5.428571429,5,7.428571429,BlueTit,6,3.333333333,2.67,19.33,2.86,76.33333333,2.862333333,57,0
Isle of Wight 3BlueTit,Isle of Wight 3,3,Isle of Wight,"50.674908, -1.301753",England,"52.598877, -1.4668814",141538,372.3,5.4,19,-11.14285714,-16.14285714,17,-12.57142857,BlueTit,5.333333333,5,0.33,-8.33,0.72,103.3333333,2.627333333,111.6666667,1.904333333
Isle of Wight 4BlueTit,Isle of Wight 4,4,Isle of Wight,"50.674908, -1.301753",England,"52.598877, -1.4668814",141538,372.3,18.6,-12,-49.57142857,-69.57142857,-24.57142857,-54.28571429,BlueTit,6.7,2,4.7,67.7,2.57,102.7,2.5704,35,0
Isle of Wight 5BlueTit,Isle of Wight 5,5,Isle of Wight,"50.674908, -1.301753",England,"52.598877, -1.4668814",141538,372.3,22.2,-32.42857143,-61.28571429,-79.14285714,-36.14285714,-68.71428571,BlueTit,2.666666667,3.5,-0.83,-37.67,-0.8,44.33333333,0,82,0.8045
Isle of Wight 6BlueTit,Isle of Wight 6,6,Isle of Wight,"50.674908, -1.301753",England,"52.598877, -1.4668814",141538,372.3,21.75,-26,-63.57142857,-78,-34,-66.28571429,BlueTit,2.714285714,10,-7.29,-42.43,-1.07,42.57142857,0.926285714,85,2
Isle of Wight 7BlueTit,Isle of Wight 7,7,Isle of Wight,"50.674908, -1.301753",England,"52.598877, -1.4668814",141538,372.3,22.5,-30.57142857,-63,-79.28571429,-39.71428571,-68,BlueTit,4.6,9,-4.4,-46.7,0.18,95.8,3.4762,142.5,3.2995
Isle of Wight 8BlueTit,Isle of Wight 8,8,Isle of Wight,"50.674908, -1.301753",England,"52.598877, -1.4668814",141538,372.3,21,-10.28571429,-56.71428571,-73.71428571,-32.14285714,-60.14285714,BlueTit,6.8,20,-13.2,-117.6,-0.06,80.4,3.4422,198,3.5
Isle of Wight 9BlueTit,Isle of Wight 9,9,Isle of Wight,"50.674908, -1.301753",England,"52.598877, -1.4668814",141538,372.3,21,-27,-57.2,-73.4,-32.8,-61.6,BlueTit,2,2,0,-15.67,1.49,48.33333333,1.927,64,0.44
Kent 1BlueTit,Kent 1,1,Kent,"51.23453, 0.720792",England,"52.598877, -1.4668814",1568623,442.7,0.428571429,8.285714286,0.428571429,1.857142857,1.857142857,0.857142857,BlueTit,4.411764706,9.588235294,-5.18,-11.97,-0.63,95.55882353,3.032029412,107.5294118,3.662647059
Kent 2BlueTit,Kent 2,2,Kent,"51.23453, 0.720792",England,"52.598877, -1.4668814",1568623,442.7,1.285714286,10.57142857,-1.285714286,0,6.571428571,-3.857142857,BlueTit,4.870967742,4.3,0.57,-30.02,-1.49,79.48387097,1.486806452,109.5,2.9749
Kent 3BlueTit,Kent 3,3,Kent,"51.23453, 0.720792",England,"52.598877, -1.4668814",1568623,442.7,7.714285714,11.85714286,-16.71428571,-16.42857143,18.42857143,-23,BlueTit,3.730769231,4.1,-0.37,67.65,0.35,166.1538462,2.521230769,98.5,2.1762
Kent 4BlueTit,Kent 4,4,Kent,"51.23453, 0.720792",England,"52.598877, -1.4668814",1568623,442.7,20.71428571,-8.714285714,-53.14285714,-65.57142857,-22.85714286,-53.14285714,BlueTit,3.604651163,3.243243243,0.36,-26.91,-2.4,90.76744186,2.467162791,117.6756757,4.869648649
Kent 5BlueTit,Kent 5,5,Kent,"51.23453, 0.720792",England,"52.598877, -1.4668814",1568623,442.7,23.85714286,-23.14285714,-63.42857143,-75.28571429,-34.42857143,-64.14285714,BlueTit,5.115384615,7.551724138,-2.44,19.21,0.48,114.1730769,2.734807692,94.96551724,2.250068966
Kent 6BlueTit,Kent 6,6,Kent,"51.23453, 0.720792",England,"52.598877, -1.4668814",1568623,442.7,24,-14.71428571,-65.28571429,-74.14285714,-31.85714286,-63.57142857,BlueTit,4.083333333,3.411764706,0.67,19.27,-2.08,134.3333333,2.7877,115.0588235,4.871911765
Kent 7BlueTit,Kent 7,7,Kent,"51.23453, 0.720792",England,"52.598877, -1.4668814",1568623,442.7,24.71428571,-20.85714286,-65.42857143,-76.57142857,-38,-64.28571429,BlueTit,4.924528302,5.555555556,-0.63,14.67,1.34,127.3773585,3.331679245,112.7037037,1.994425926
Kent 8BlueTit,Kent 8,8,Kent,"51.23453, 0.720792",England,"52.598877, -1.4668814",1568623,442.7,22.71428571,-0.714285714,-59.85714286,-72.85714286,-32.42857143,-58.14285714,BlueTit,3.64,5.705882353,-2.07,17.01,-0.28,154.42,3.01518,137.4117647,3.293676471
Kent 9BlueTit,Kent 9,9,Kent,"51.23453, 0.720792",England,"52.598877, -1.4668814",1568623,442.7,22.8,-14.8,-60.2,-72.2,-32.6,-59.2,BlueTit,4.025641026,5.181818182,-1.16,-7.89,0.14,126.2051282,3.765358974,134.0909091,3.627727273
Lancashire 1BlueTit,Lancashire 1,1,Lancashire,"53.837883, -2.612134",England,"52.598877, -1.4668814",1210053,416.8,-0.142857143,26.42857143,1.285714286,5,3.571428571,0.857142857,BlueTit,6.1,3,3.1,58.28,0.58,117.7,1.8705,59.41666667,1.288083333
